uid	text	label	metadata__balanced_train	metadata__row_number
17965	*eye bleach* 😖😖😖 https://t.co/SYh2huZBvC	1	0	17965
1138	*listens to \bitches ain't shit\ while making sign* https://t.co/Ny3ib2Uum9	1	0	1138
5790	*new* GENERAL WORK #JOB: Gauteng\nA fencing company in Johannesburg is loo...[READ MORE] &gt;&gt; https://t.co/ZM3wRFX7KD #WomensMarch https://t.co/lX1uvbs4TR	0	1	5790
4405	*see the Equal Pay Act of 1963 for more details https://t.co/k8nwwzjGis	1	0	4405
15017	*whispers* can someone give @MichaelMoore360 the hook? Enough, stop centering yourself.?@womensmarch	1	0	15017
7343	+1 MENSA Scarlet is paid to pretend she is someone who does not exist and regurgitate lines written by someone else https://t.co/uufwShhU56	0	1	7343
8572	-NEWS- Ariana Grande, Joan, Nonna and the crew are all participating at the LA #WomensMarch now🚺 https://t.co/aNEMFRvsSq	1	0	8572
18981	. @CathyReisenwitz You, and #WomensMarch, may wish to reflect on these first: https://t.co/6XzxU68lzm https://t.co/dH5dDm3ywm https://t.co/W95U7hSNpl	1	0	18981
11880	. @EricaChenoweth @djpressman Another (higher) estimate of #SanJose crowd at #WomensMarch from reporter https://t.co/2crX3Lxrbi	1	0	11880
12432	. @THR @HillaryClinton  #WomensMarch  YOUR \values\ are not even in the same solar system as MY VALUES. PLEASE DO NOT SPEAK FOR ME.	0	1	12432
13263	. @iHartEricka in all her power, speaking truth to inclusivity. \Ask yourselves 'who is not here?'\  https://t.co/lO0Ij4yTHU #WomensMarch	1	0	13263
18874	. @womensmarch credits #Clinton here for the quote in list of honored attendees, but her name still needs to be added to list. #AddHerName https://t.co/uh5O3T352J	1	0	18874
721	. Keep the action &amp; momentum of this Movement going! Positive &amp; Inspirational #10actions100days #WomensMarch  https://t.co/c4raboGsDT	1	0	721
19394	... but unfortunately, strong, capable, #GOP non-victim women like @KellyannePolls are NOT welcome at the divisive, exclusive #WomensMarch. https://t.co/FzSbU3GZzD	1	0	19394
9078	... when the cell networks aren't jammed, that is.\n#WomensMarchOnWashington\n#WomensMarch\n#WomensMarchIdaho https://t.co/Nn7lxMRe2L	1	1	9078
10682	...... What??? Who TF are you?? https://t.co/1rr8f675tz	1	0	10682
7931	....So proud to see all the dedicated women out there marching today all across America, Thank You!! @womensmarch 👏🏽✊🏽✊🏾✊🏿✊✊🏼✊🏻	1	0	7931
534	....\protect us from all enemies foreign and domestic\ @realDonaldTrump @POTUS https://t.co/qwswbKLV2c	1	0	534
6097	....and Madonna can't sing (at least with AT)! https://t.co/UdHeXWolb3	0	1	6097
4684	....that thing where they interview one person about the #WomensMarch  and it's a man o_0	1	0	4684
6172	...and WHY do I suspect Soros money here ???   ughhhhh   \n#GiveHimToRussia https://t.co/cx6FRnSOUb	0	1	6172
177	...so a good portion of the country is turned off by a trump presidency. The #WomensMarch has a better turn out then the inauguration.	1	0	177
2391	...you do know she won the popular vote, right? https://t.co/zjrS0i4zrl	1	0	2391
3930	..And now the #Mississippi Theme song Who let the Dogs out.. in #Wlox  #goldenshowers \n#Indivisible #WomensMarch https://t.co/L3S6oDqY3o	1	0	3930
3229	..And now the #Mississippi Theme song Who let the Dogs out.. in #Wlox  #goldenshowers \n#Indivisible #WomensMarch https://t.co/bqjVZsVHZY	1	0	3229
2842	.2017\n\n@Golddiggermom01 #ROTFL \n\nNEVER ever @HillaryClinton😊 @womensmarch https://t.co/Qug6ZFxDhU	0	1	2842
19370	.@AFTProg active in the #WomensMarch , across the country! https://t.co/ye4bpUlrE6	1	0	19370
17530	.@ANNELAMOTT we're having a sister @womensmarch, @WomensMarchMelb, so only the elderly and confused snakes are hanging around today	1	0	17530
8681	.@AndrewCastle63 Interesting that #ProLife feminist groups have been marginalized or disinvited from some protests today #WomensMarch @LBC	1	1	8681
221	.@AnthonyCumia .@greggutfeld I wnt down 2 local #WomensMarch figure i get some easy #Pussyhat #MAGA	0	1	221
16431	.@AshleyJudd is my spirit animal today! PREACH SISTER! #WomensMarch	1	0	16431
13461	.@AshleyJudd recited Franklin teen's 'Nasty Woman' poem at @WomensMarch on Washington https://t.co/9Vvo55kOMd	1	0	13461
4322	.@BDUTT What a joke is this. The sharia, which is anti-women, promoting women is leading this movement and they call it #WomensMarch	0	1	4322
4743	.@BROADUS @lkherman @editoremilye no. for calling congress confirmed, &amp; more info here : https://t.co/zlxsXWrPVG #womensmarch 1-202-224-3121	1	0	4743
11829	.@CNN piece of shit news channel! Has people on, questions what the @womensmarch is about, then criticizes for their answers! Pathetic!	1	0	11829
16006	.@CNNnewsroom @truthteller49 Fantastic! #Chicago #WomensMarch 💪✊👊	1	0	16006
8380	.@CRISPontheHill #macrosw rocking the #WomensMarch @professormccabe @karenzgoda @porndaughter @DrKristie @cmstanberry @ASH_CRISP https://t.co/ZCLKV853R4	1	0	8380
18537	.@ChadLindberg on #Periscope: Fuuuuuuuck you Trump!!! #WomensMarch https://t.co/4uMY10qBNY https://t.co/w27w2vV9Vb	1	0	18537
13918	.@ClaraJeffery @ByronYork what a schmuck. It's one thing to observe it's another thing to see #ProfoundPussy #WomensMarch https://t.co/6jE4f1Spsq	1	0	13918
18544	.@CraigRBrittain do you think you're funny or are you just that dumb? You just added me so trying to figure it out. 🤔 #WomensMarch	1	0	18544
15424	.@Creative_Fed @ace_national @PeterBazalgette Or, the \empathy gymnasium\: Art's #civicrole written by a man about lots of men #WomensMarch	1	0	15424
5888	.@DWStweets needs help. Stealing limelight at this unfortunate event made necessary by her treason. She's a national disgrace. #WomensMarch	0	1	5888
2479	.@DarkMattersProj @REMEZCLA So proud of our children who lead us to better things. #SophieCruz you are an inspiration! #WomensMarch	1	1	2479
11945	.@DineshDSouza I think it's time to sterilize all feminists. They don't want babies anyway...one-time tax fee. Problem solved! #WomensMarch	0	1	11945
1895	.@EDePompei: Indiana State Rep. Carey Hamilton led a chant of \they go low we go high,\ at #WomensMarch in Indy.	1	0	1895
6634	.@ErinLindsMcCabe Love finding #authors I'm following; #bookbloggers I appreciate &amp; consider friends; all uniting together for #WomensMarch	1	1	6634
2548	.@FoxNews Still Not Showing Any #News about the #WorldWide #WomensMarch They Are NOT Showing It RightNow! #Propagande Channel! #Bias	1	1	2548
17144	.@HamillHimself @Ioussaille Her presence was #YUGE today. #WomensMarch https://t.co/FVIQhUZSbj	1	0	17144
14151	.@HillaryClinton  My 4yo daughter made this sign and carried it today in Chicago.  Thank you. #WomensMarch https://t.co/hfFvXs8BRB	1	0	14151
12133	.@HillaryClinton there is still room in this world to be a leader, I hope we haven't seen the last of you. #ImStillWithHer #WomensMarch https://t.co/NpjNc73oNL	1	0	12133
13972	.@HouseGOP @GrahamBlog @marcorubio @SenJohnMcCain @Reince the @FBI @FBIWFO should arrest @georgesoros for rioting and damaging https://t.co/LkWeY0D5CQ	1	0	13972
7496	.@IanMcKellen Thank you Sir! You are a world treasure &amp; your presence was a joyous triumph! Equality for all! #freespeech #WomensMarch	1	0	7496
16564	.@JanelleMonae &amp; @wondaland rocked Hell You Talmbout in a sea of pink #sayHerName #WomensMarch https://t.co/M9PfUaLhQQ	1	0	16564
7394	.@JanelleMonae to perform at #WomensMarch on Washington https://t.co/1GyZDbXSQu https://t.co/OXPHHIKvJH https://t.co/QYc4K3IrgR	1	0	7394
4152	.@KamalaHarris  and gun violence! https://t.co/SHKyeiIi0S	1	0	4152
7389	.@KamalaHarris @womensmarch  Thanks for fighting for us.	1	1	7389
12022	.@KaooavopaKatapa I know many walked beside women, for many civil right causes, but it was a woman who got this ball rolling. @womensmarch	1	0	12022
10594	.@MMFlint Thank you thank you thank you. Loved marching in #WomensMarch in Oakland, CA.	1	0	10594
8821	.@MSNBC briefly dropped @Madonna coverage after she dropped the F-word twice and the crowd roared. #WomensMarch #DC	1	0	8821
9694	.@MSNBC saying #WomensMarch is officially the largest inaugural protest ever.	1	0	9694
11423	.@Madonna Threatens to Bomb the White House Women's March Speech in D.C. - narrated by @MarkDice 😂 https://t.co/ME3rVmSfIF #WomensMarch	0	1	11423
2392	.@Madonna is here at the #WomensMarch https://t.co/lKoEQH1ktQ	1	1	2392
7836	.@Madonna your judgement in men is just awful. #MAGA #WomensMarch https://t.co/MFp4BfAKM8	0	1	7836
19252	.@MaxineWaters embodies the spirit of resistance! We need MORE LIKE her! https://t.co/wGKIaydE0g	1	0	19252
795	.@MetroTransitMN where r u?  #WomensMarch	1	0	795
11387	.@NewaiGreen @FoxNews @UN @SZ @realDonaldTrump @EricTrump @IvankaTrump @BAMF_Dialog @CSU @GrueneBundestag @margotwallstrom @jwarnerwallace Folks are gonna say I hate women after reading this, BUT…\n#womensmarch\nhttps://t.co/r9Mbrmbqzj	0	1	11387
2445	.@OxfamAmerica is expecting at least 200 in DC and even more in Boston at the #WomensMarch @Philanthropy https://t.co/Y7hMDQ9TLM	1	0	2445
14399	.@POTUS Thought you'd enjoy the picture. https://t.co/DufLw1KVU2	1	0	14399
17240	.@PressSec guess it really bothers you that more people showed up to Obama's inauguration, and even more people marched today #WomensMarch	1	0	17240
16035	.@RepJuanVargas Thanks for much for marching in #WomensMarch So great to have your support in Congress.	1	0	16035
944	.@RepMarkTakano Please post about #WomensMarch I know you support us in Congress, but it'd be nice to see on Twitter.	1	1	944
19346	.@SIGARHQ thought you were referring to #Chicago for a moment. #SundayRoast #SundayBrunch #WomensMarch @realDonaldTrump #Afghnaistan	1	1	19346
159	.@SenatorHassan \Make sure to keep an eye on this capitol as well\ #nhpolitics #WomensMarch https://t.co/u1eJMthj1o	1	0	159
7437	.@SheWhoVotes  One more thing to darken the day 😡 #AddHerName #StillWithHer #TheResistance #Inauguration #WomensMarch	1	0	7437
5857	.@TheDemocrats easily understand freedom of speech but exercise it free from thought, fact and understanding. #WomensMarch	0	1	5857
11009	.@WIF4HI represent! Hawaii women unite! #WomensMarch https://t.co/2WEBQSiS3e	1	0	11009
8702	.@WelteRon My, my. Keep repeating those #alternativefacts, they keep us fired up for 2018 &amp; 2020. Good day.\n#TheResistance #WomensMarch	1	0	8702
12354	.@WenonahHauter on #WhyIMarch: #WomensMarch on Washington is Just the Beginning https://t.co/cFSuRyxnnS	1	0	12354
4927	.@Women_Worldwide Officially Partners with @WomensMarch on Washington to Defend Human Dignity - https://t.co/50AOaeoDUV	1	0	4927
17094	.@aamhc Just wondering how many alums participated in the #WomensMarch around the world. Ran into so many in DC! maybe share your photos...	1	0	17094
14733	.@azizansari with a great monologue on #SNL #Inauguration #womensmarch https://t.co/6jwqkIPRLx	1	0	14733
4537	.@brianefallon Well to be fair, can't get lower than zero. #WomensMarch	1	0	4537
445	.@cspan thanks for your #WomensMarch coverage today. &lt;3	1	0	445
8695	.@djinspirelive on #Periscope: LADIES NIGHT MUSIC!!! #WomensMarch #talk #music https://t.co/yd7x0OdFZf	1	1	8695
5044	.@eakenefick: I look forward to marching with you, @WomenEmployed, and all four of my future generations! #WomensMarchChi #WhyIMarch https://t.co/oDJWsQnObz	1	0	5044
19341	.@elizabethforma at #WomensMarch: \We believe in science\""""	1	0	19341
10759	.@girlscouts my girl scout will be marching in the #WomensMarch	1	1	10759
6042	.@haydentiff Story of #FlintWaterCrisis activist-moms Melissa &amp; Leanne being called \liars\ @MsMagazine https://t.co/Enedf2Pbbo #WomensMarch	1	0	6042
12147	.@inminivanhell @PPact Not true and again, you like and support them, write a check. This is not hard. #WomensMarch	1	0	12147
19297	.@jessebwatters @TomiLahren What about the rights of unborn women? #WomensMarchOnWashington #WomensMarch #WattersWorld	0	1	19297
19250	.@jonesarah just made me laugh so hard, I'm crying. Best way to close out the #WomensMarch #chronologicallyadvancedpersons #womenforward	1	0	19250
15832	.@joshuadubois @ObamaFoundation #repost let's keep virtues a continued priority  https://t.co/VwKlsKCsYu #WomensMarch	1	0	15832
8998	.@juliaioffe @TheAtlantic so maybe let's take inspiration from whoever made this sign: #womensmarch #DemocracyIsNotASpectatorSport https://t.co/t19y3qsvtV	1	0	8998
13237	.@kadoodlestrove and anyone else that was there https://t.co/3d58un9c8c	1	0	13237
16311	.@kovanderhart dismantles the #WomensMarch on Washington... I'm so proud. https://t.co/LubHqiOiBR #prolife #TCOT	1	0	16311
697	.@milckmusic, CRYING at the video of your performance at the #WomensMarch Beautiful, moving, needed. #iwontkeepquiet https://t.co/oUg5EOyeyb	1	0	697
19245	.@nycwomensmarch we are here #WMNYC #WomensMarch https://t.co/2GnqjFwsjo	1	0	19245
8839	.@oliviawilde &amp; @jasonsudeikis in the struggle #womensmarch https://t.co/Fmyc5uoVSg	1	1	8839
2036	.@paulkrugman @DemResistance Thanks for posting about #WomensMarch Please post more!	1	0	2036
7865	.@raretakis is on #FacebookLive for the @courierjournal at the #WomensMarch. Follow her here: https://t.co/D12n7JgFv8 https://t.co/ERngQzjGvV	1	0	7865
212	.@realDonaldTrump \n\nYour inaug speech spoke of giving gov't back 2 the ppl. Ystrdy's #WomensMarch began that! Why no acknowledgement from u?	1	0	212
15569	.@realDonaldTrump - You have no mandate. You lost, and most of the world despises you. How's that feel? https://t.co/kcS44UthNw	1	0	15569
18229	.@realDonaldTrump Millions more march against you than with you. This is the real America. The only American carnage is YOU. #womensmarch #Ω https://t.co/WEUsxYxoMS	1	0	18229
5232	.@realDonaldTrump No, the media didn't lie about your small crowd at inauguration. You are the dishonest one.  #Lyin'Donald https://t.co/k6eBh5p8b0	1	0	5232
4530	.@realDonaldTrump You got your wall today!! 🇺🇸👭👭👭👭👭 #WomensMarch #TheFutureisFemale	1	0	4530
1985	.@realDonaldTrump had opportunity to comment on #womensmarch w/ promise to make us feel heard &amp; reduce divide. Radio silence on that front.	1	0	1985
1976	.@realDonaldTrump here us loud and proud. Your #presidency better pay attention to the will of the #majority not just #trump followers. https://t.co/dYFoIiSxxX	1	0	1976
13459	.@rihanna, Andre 3000 and more musicians attend women’s marches worldwide. #WomensMarch https://t.co/VRCYGGt1Wa https://t.co/TEwRySSkBF	1	0	13459
3326	.@rufuswainwright at yesterday's #womensmarch in #DTLA https://t.co/AXDSzAJSEt	1	0	3326
12048	.@seattletimes The more he can get away with, the more power he amasses. #TheResistance &amp; #WomensMarch are pushing back. Congress must, too. https://t.co/eI6lrp9HuP	1	0	12048
3222	.@suntrine1 on #Periscope: #WomensMarch Washington D.C. View from above WOW https://t.co/EotZkqHefK	1	0	3222
6977	.@suntrine1 on #Periscope: #WomensMarch Washington D.C. https://t.co/DxNz1IVqSz	1	0	6977
6768	.@womensmarch #sistermarch and Labyrinth Meditation in Tri-Cities: Sat. Jan. 21, 1:00, John Dam Plaza (Richland) https://t.co/XYyuAGFJRb	1	0	6768
14962	.@womensmarch An \Unsubscribe\ text to that \89800\ number provided a link to this org: https://t.co/KqKjRVitr1	1	1	14962
12858	.@womensmarch I wish I was there!!  #solidarity #nastywoman #nastywomenunite	1	0	12858
14990	.@womensmarch March	1	0	14990
14830	.@womensmarch She is #WhyIMarch and continue to fight and build. My granddaughter. #WomensMarch https://t.co/NqcD5fvWh5	1	0	14830
7628	.@womensmarch call your senators girls https://t.co/UFCXHDnY37	1	0	7628
7920	.@womensmarch invited a young twoc to speak then cutting her mic. It's worse than not inviting her at all &amp; is not solidarity. #girlslikeus	1	1	7920
2844	.@womensmarch, the marches are mentioned! https://t.co/fGeNI2Qh51	1	0	2844
11059	.AmericaFerrera at #WomensMarch: \Our safety and freedoms are the chopping block, and we are the only ones who can… https://t.co/PdNklOP49J	1	0	11059
17821	.AstraeaUpdates's jbobalotta on the #WomensMarch: “This is not a one-off… this is an uprising of love” https://t.co/CiJeOEaM1S	1	0	17821
819	.Can someone pls find the Oz cartoonist' depiction of #Trump and Liberty #morningafter for alexander? I can't :( was it Rowe? Pope? https://t.co/oVbsgmgI8R	1	1	819
3861	.Lin_Manuel, GillianA and Jes_Chastain were among the many stars who participated in the #WomensMarch today. https://t.co/CVQPmLbphv	1	0	3861
9698	.Looks like @Potus and @seanspicer were hurt by millions of our voices. #YouGonLearnToday  #ResistFromDay1 #WomensMarch https://t.co/OzhdXWWYdJ	1	0	9698
11702	.Oh this is beyond great! Thank you all! 💜💚💜#WomensMarch https://t.co/6ccBEcw9Wu	1	0	11702
13571	.Our future #WhyWeMarch #whyIMarch #womensmarch #ImWithHer #WomensMarchOnWashington https://t.co/6tWxpetHVX	1	0	13571
5455	.\@riotheatherrr RT @zagbah: I didn't realise \I went to the #womensmarch and now I get a free pass to be an #ableist bigot\ was a thing.\""""	0	1	5455
5581	.brynnCNN is on a #WomensMarch bus from NYC to DC, where anticipation is building https://t.co/3S6LEJFBLq https://t.co/jfnE7fUoUH	1	0	5581
15592	.conniebritton and aishatyler lead the crowd in oath at #WomensMarch at sundancefest https://t.co/FMI7I7Nxs9 https://t.co/FRGSaybExA	1	1	15592
6120	/# this is a March to keep killing the unborn https://t.co/kGHq6zi7ki	0	1	6120
17589	01/21/17 will go down in herstory #WomensMarch https://t.co/X2Sh9AVRdF	1	0	17589
2527	01•21•17 Today we rise #Chattanooga #WomensMarchOnChattanooga #IMarch #WomensMarch #Revolution #Equality https://t.co/OylyuzRVQ8	1	0	2527
17696	1) Some free Comms advice for Trump: acknowledge the passion of the protesters and express a willingness to work with them. #WomensMarch	1	0	17696
9567	1) were you even there? and 2) you voted for trump so delete this https://t.co/RFGZ5Zqlo4	1	0	9567
16366	1,000-plus march in Newark on Trump's first full day. We were so proud to support this event! https://t.co/n8ow18UzWU #WomensMarch #Equality	1	0	16366
15510	1,000s have gathered for the launch of the Ariane Rocket which is taking up a Continental Sunday breakfast for the astronauts on #ISS @NASA https://t.co/9znVKVzGTE	1	0	15510
2010	1. You can't murder something that isn't alive. \n2. The Women's March was for ALL women, this includes women in the Middle East. https://t.co/4xKhxUJoTQ	1	0	2010
10793	1/ Hey #TheResistance #WomensMarch time to make calls protesting trump cabinet nominees. Yes, even on the weekend because voicemail! ☎️	1	0	10793
4016	1/21/17 when the world will forevermore recall in amazement @womensmarch The largest protest in U.S. history. Now that's my America!	1	0	4016
14643	1/21/17: A Summary\n#WomensMarch https://t.co/NT5AgEjUAW	1	0	14643
16811	10 Action/100 Days. Women's March. https://t.co/S9VjmuCF1M	1	0	16811
7021	10 Actions / 100 Days - get after it #WomensMarch https://t.co/IT83rwoV9t	1	0	7021
12638	10 Actions / 100 Days — The march was just the beginning. There will always be action to be taken.  https://t.co/3gLNEB13yD	1	0	12638
4797	10 Actions / 100 days - things you can do to continue the Women's March\nhttps://t.co/1qxpXasXcr	1	1	4797
8691	10 Actions for the First 100 Days. https://t.co/Gxnm815eVF	1	0	8691
15784	10 Actions in 100 Days @womensmarch Take action here: https://t.co/whUcgPBd7G	1	1	15784
17893	10 Actions/ 100 Days—First up: send a postcard to your Senators https://t.co/zu7OHPjrjE	1	0	17893
321	10 action 100 days!  https://t.co/NrhQfiu3jL	1	1	321
7504	10 actions for the first 100 days. https://t.co/74xNqpFjvK	1	0	7504
1246	10 actions for the first 100 days: https://t.co/CwlRxshMSz	1	1	1246
4852	10 actions, 100 days. https://t.co/fXmuNy4cdj	1	0	4852
12971	10 actions/100 days: First up: send a postcard to your Senators https://t.co/CLV9MVLZnj	1	0	12971
9561	10,000 expected for the Atlanta march and 63,000 showed up...faith in humanity restored #WomensMarch	1	0	9561
16797	10,000 people showed up to KC #womensmarch . If that ain't some powerful shit... https://t.co/eYbiJJGCvy	1	0	16797
14443	10,000 turnout?! Great job KC! #WomensMarch #womensmarchKC ❤️	1	0	14443
1182	10/10 banner #womensmarch #countdownto2021 https://t.co/CcjalieNjm	1	1	1182
12122	10/10 sign from the #womensmarch #Londonwomensmarch https://t.co/9C4JI8UO0L	1	0	12122
17798	10/10 would recommend https://t.co/SaWFKHm1zK	1	0	17798
8954	10/10 would recommend watching this https://t.co/2v6lnBkOMp	1	0	8954
15182	100% of D.C. Rioters exhibited the hypocrisy of their Love Trumps Hate mantra \n\n#WomensMarchStatistics\n#WhatILearnedToday \n#WomensMarch	0	1	15182
2951	100's of THOUSANDS here at the #WomensMarch https://t.co/M58oYakCZE	1	0	2951
17268	100,000 in PDX,OR the numbers in this article fall short AT LEAST 3 million in USA alone https://t.co/bDvCOa7AdT  @USATODAY\n#WomensMarch	1	1	17268
16766	100k+ in Portland today. #WeWontGoBack #WomensMarch https://t.co/HTGdW5Qpov	1	0	16766
7115	10:45p &amp; Northern, Southern New England, NY, NJ, DE and more are making the trek south on I95 tonight to March tomorrow... #WomensMarch https://t.co/yT3OXPgcbI	1	0	7115
8668	11:11 @tyleroakley had a blast advocating an amazing cause at #WomensMarch and continues to use his platform to advocate this movement	1	1	8668
2248	11am finally arrived at Grand/6th, #womensmarch was packed on all streets heading north,… https://t.co/1QHs5InHFh	1	1	2248
14462	11th hour decision to attend the Ann Arbor #WomensMarch this afternoon. Didn't prepare a pink hat but am feeling excited! 💪🏻🚶🏻‍♀️#fb	1	0	14462
18368	12 beautiful photos of women, and the powerful reasons they march https://t.co/hmikW8TzaU #WomensMarch	1	0	18368
2949	12. Doobie Wrap (So Beautiful Too) by FamousACM https://t.co/s0oUYvEGPn on #SoundCloud #WomensMarch #3yaddas	1	0	2949
8934	15,000 people at least. Well done, Santa Cruz. #womensmarch… https://t.co/9MpHhcVhYy	1	0	8934
11920	15. Right to a Nationality and the Freedom to Change It.\n#WHYIMARCH\n@atlantamarchwomen	1	0	11920
4377	1st day priority was to delay justice 4 racially motivated tx voting law.  Let that sink in #WomensMarch march4all https://t.co/wxTu1ImTub	1	0	4377
13031	1st suspicious thing about @womensmarch: Mainstream media coverage pre-event. This *never* happens unless an event is officially sanctioned	0	1	13031
5085	2 days to go!!! @womensmarch #makeworkworkforyou https://t.co/XGVD5MkLA2	1	0	5085
19565	2.5 million march in 50 states and 32 countries. https://t.co/80yt11liSW #WomensMarch	1	0	19565
15033	2.9 million women. Largest protest in U.S history. Only republican money can make you this daft, folks https://t.co/Ra2FsfHEZC	1	0	15033
13699	20,000 expected: Chicago #WomensMarch!! Women's March Moves2 Avoid Damaging Grant Park w Huge Crowds https://t.co/k8WR2Xooga #notmypresident	1	0	13699
7786	200 buses have applied for city parking on Inauguration Day. 1,200 have applied for the Women’s March. \nHere we come! #WomensMarch #united	1	0	7786
2940	200 buses have applied for city parking on Inauguration Day. 1,200 have applied for the Women’s March. https://t.co/LUt0SbQlgg #whyimarch	1	0	2940
9421	2008 the whole world celebrated Obama's inauguration \n2017 the whole world protesting Trump \n#WomensMarch \n.@POTUS	1	0	9421
19287	2017: When people protest for rights the constitution already offers them. #WomensMarch	0	1	19287
18502	2018 @womensmarch PLEASE LET'S CONSOLIDATE THESE VOTES TO CHANGE TRAJECTORY OF PUTIN-TRUMP AGENDA FOR US. https://t.co/dOZsmUOD8E	1	0	18502
9821	202-225-3121 to call your congressional representative and senators. Tell 'em what you think. #womensmarch	1	0	9821
783	21st January was a remarkable day, a special day that will be in our memories for a long time. My fav placards #womensmarch #WomenRising https://t.co/aDOdDZNCEw	1	0	783
15875	24 things Latinos had to say at the #WomensMarch in LA https://t.co/8vBWTxje0x https://t.co/gimKiuiPFo	1	0	15875
5845	25 helpful things you can do to support the #WomensMarch on Washington from home. #WhyIMarch https://t.co/u0cx02AlNd	1	1	5845
13787	26yo Clinton supporter married to a Trump voter: “I don’t think my husband would support me going” to #WomensMarch\n\nhttps://t.co/whHysBQX6G https://t.co/38W0PVRRrf	1	0	13787
10863	28 hours to this Twitter event.\n\nPLEASE RT and join us tomorrow at noon.\n\n#TheResistance\n\nhttps://t.co/dBYyRQspY6	1	0	10863
5813	2Pac said it best!... ✊🏾 #rp meatpackingdistrict #womensmarchonwashington #womensmarch #equality… https://t.co/xOZBMi97G0	1	0	5813
2244	2m marching in 616 places around the globe tm frm Antarctica to Erbil, inc 3 in Ireland. #womensmarch #WomensMarchOnWashington @womensmarch https://t.co/T004ZOccn1	1	0	2244
15622	3\n#Women March\n#WomensMarch\n#HumanRights\n#ConflictOfInterest\n#TreasonTrump\n#ImpeachTrump\n#WomensRights\n#WomenMatter https://t.co/bCeZdXNXsE	1	0	15622
7649	3\n#Women March\n#WomensMarch\n#HumanRights\n#ConflictOfInterest\n#TreasonTrump\n#ImpeachTrump\n#WomensRights\n#WomenMatter https://t.co/eWo4Pxrw9S	1	0	7649
10073	3\n#Women March\n#WomensMarch\n#HumanRights\n#ConflictOfInterest\n#TreasonTrump\n#ImpeachTrump\n#WomensRights\n#WomenMatter https://t.co/hKXDNBJsTk	1	0	10073
14852	3 glasses of wine into the night, watching Shailene Woodley's speech, and I am pumped to march this weekend! #WhyIMarch	1	0	14852
6978	3 million people!! https://t.co/gfnjghNlx0	1	0	6978
19331	32 Canadian women on why they joined the #WomensMarch in Canada and DC: https://t.co/qTfUSKfI2c via @FLAREfashion #wmwcanada https://t.co/JEapcwHfVU	1	0	19331
17202	33 Stars Protesting Trump at the #WomensMarch, From Madonna to Scarlett Johansson (Photos) https://t.co/bYkaz6MXCp https://t.co/onXWs3qxdL	1	0	17202
5262	33 of the funniest, sassiest signs from around the world at today's #WomensMarch https://t.co/azVPxREAss	1	0	5262
3281	37 stunning photos from women's marches around the world #WomensMarch #solidarity #icantkeepquiet	1	0	3281
5271	37 stunning photos from women's marches around the world #WomensMarch https://t.co/5hfsnwXO9x # via @HuffPostWomen	1	0	5271
4989	37 stunning photos from women's marches around the world #WomensMarch https://t.co/JZB6p9RC9j https://t.co/YpVYFkOrt7	1	0	4989
10365	37 stunning photos from women's marches around the world #WomensMarch https://t.co/LVl6ruFYcc via @HuffPostWomen	1	0	10365
12436	370 \sister marches\ planned for day after inauguration https://t.co/AYR76pxZ7o | Join the #WomensMarch-CSUMB! https://t.co/1V4sdCCgDk	1	1	12436
8755	4 million people marched, made signs, took their day off to protest @realDonaldTrump and what he stands for. #womensrightsarehumanrights https://t.co/JxsItgvHXR	1	0	8755
15750	4-5 million women marched nation-wide. Imagine if we took action 2 demand Trump's taxes. @womensmarch @GloriaSteinem https://t.co/SqC9IyuoJr	1	1	15750
12893	4. There were some funny &amp; clever chants: You're orange, you're gross, you lost the popular vote! #WomensMarch #NJtoDC https://t.co/u6a6GjCF4T	1	0	12893
15881	400 Bad Request https://t.co/Mn196YACnW	1	0	15881
12511	400,000 strong. So moving. ❤️#womensmarchnyc #womensmarch #love #unpresidented @ Grand Central –… https://t.co/GyPbcTwLTx	1	1	12511
6879	400k+ strong. Woman's March NYC. #womensmarchnyc #womensmarch #nyc #newyorkcity #latergram https://t.co/7OAbryM0Zk https://t.co/KMSZXXs705	1	0	6879
7960	45 helped us realize what is important to us &amp; remind us that we are important to one another #Inauguration #WomensMarch  \we the people\""""	1	0	7960
18820	453K now on Periscope #WomensMarchOnWashington \nUnprecidented! \nLIVE NOW\nhttps://t.co/TK3cUgkvpb	1	0	18820
592	4:55pm: Trump motorcade passes #womensmarch AP reports Trump could hear it https://t.co/cWzVbAIRe7\n6pm: @seanspicer lie/cryfest about inaug https://t.co/p83ma1Orae	1	1	592
1341	5,000 were expected, 10,000 showed up! #womensmarchME #WomensMarch https://t.co/by4VrcGtWx	1	0	1341
66	50,000 strong! #WomensMarch #WomensMarchAustin #TheResistance #FreedomNotFear https://t.co/0npy1V15qK	1	0	66
16847	500,000 in NYC... https://t.co/qbzXdV667n	1	0	16847
7593	500,000 in Washington, that's double the amount of people that were at the March on Washington. #WomensMarch #TheResistance	1	1	7593
9991	500,000 people and not one single arrest. Let that sink in. #WomensMarch  \nhttps://t.co/HSYxBehJY0	1	0	9991
16570	500,000 reported today in D.C. Millions across the globe!  #WomensMarch #WomensMarchOnWashington https://t.co/EcXMV4e5bN	1	0	16570
14718	55) I could SHIT a better President (via @justinhendrix)\n\nbest signs from #womensmarch accessible by screen readers\nhttps://t.co/vY28w4p4MP	1	0	14718
