uid	text	label	metadata__row_number
832	RT @BillHutt1 Wow! What high school boy hasn't pushed a girl into a bedroom, locked the door, turned up the music and put his hand over the girl's mouth and then tried to undress that girl? Seriously? And it's odd that so many who defend Kavanaugh assume that he did what he is denying. https://t.co/nvswYTryZQ	0	832
544	RT @BionicBlonde @RevDrBarber Yes, let's see @SenatorCollins put her vote where her mouth insists she is.  Does she really want this Kavanaugh debacle to be for what she wants to be remembered?	0	544
2947	RT @Birdle2963 I stand with Brett Kavanaugh https://t.co/Fo2x0HguPS #FoxNews	1	2947
1528	RT @BizzyAeros Does not matter.  Judge Kavanaugh will be confirmed Monday.  Done deal.  Senator Grassley is giving her every opportunity to screw herself, along with the rest of her Liberal Friends. https://t.co/v70woK3WN5	1	1528
394	RT @Bornabrit1 McConnell  has announced  KAVANAUGH WILL be Confirmed   DISREGARDING   PROF. FORD'S ALLEGATIONS   IN 1991 at ANITA  HILL Hearings. Orran Hatch  basically said -  Anita Hill believes what she is saying but it's a FALSE MEMORY  Doing same SHAM..   with PROF .FORD.  THOUGHTS?	0	394
651	RT @Bornabrit1 WOMEN RISE UP #WomenRiseUp   F#CK these GOOD OLD BOYS #WomenRiseUp  THIS IS 2018 - WE HAVE POWER #WomenRiseUp   F#CK these GOOD OLD BOYS  #WomenRiseUp   THIS IS 2018 - WE HAVE POWER #WomenRiseUp   YOUR BODIES AND YOUR DAUGHTERS  BODIES ARE IN DANGER.  NO KAVANAUGH   AGREE RT	0	651
2683	RT @BotsonBob @MikeDelMoro @LincolnsBible Kavanaugh told Whelan, because of course Kavanaugh knew who the anonymous accuser was, because Kavanaugh was there that night.	0	2683
2417	RT @BradMossEsq I don’t get why people thought any of these other women would recall the party or Kavanaugh in particular. None of them were the alleged victim of sexual assault. It wasn’t a traumatic event for them that would stick out in their mind. https://t.co/gdaya39u43	0	2417
3485	RT @Brainykid2010 @costareports I support the Sen Judiciary Committee proceeding as Sen Grassley advised the entire country! If Dr Christine Blasey Ford didn't accept the offer extended 2 her by 2:30 PM Saturday, the Committee would be Voting on Judge Kavanaugh on Monday! This is our Gov not\Let's Make A Deal\!	1	3485
3577	RT @BrandonBEP8 @ChuckGrassley Here is what you do. She has to come in with no preconditions Monday or Tuesday. If not you vote Kavanaugh in. If she does, you hear it, then vote Kavanaugh in.	1	3577
318	RT @BrennanCenter Kavanaugh's response to sexual assault allegations against him says more about the kind of justice he would be than any opinion he has ever written, suggests Brennan Center fellow @JustADCohen. https://t.co/mnyD0EHIcj	0	318
104	RT @BrentBozell MoveOn was created to \move on\ from the Monica Lewinsky scandal. Who CARES who Clinton sexually harassed? And NOW they should be called Can't Move On....until Brett Kavanaugh is ruined. https://t.co/ficVZGaipg	1	104
2723	RT @BrianKarem BREAKING: Montgomery County State's Attorney John McCarthy says his office will investigate any complaint brought to him regarding SCOTUS nominee Brett Kavanaugh but NO complaint has been filed or forwarded to his office.	1	2723
5	RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn	0	5
156	RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh	1	156
2379	RT @BuckSexton If Kavanaugh doesn’t get through, We are going to look back and realize that Grassley’s decision here is the moment when the GOP lost its nerve, and its honor, to protect the most basic processes of fairness and allow a good man to defend himself https://t.co/nygcQFxxc6	1	2379
78	RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9	1	78
2195	RT @BuckSexton Why is Ford’s credibility assumed to be unassailable, despite all the huge red flags about her motivations and story-  And on the other side, it’s just fine for Senators, press etc to believe Kavanaugh is a liar and an attempted rapist with ZERO evidence?  This is total Bullsh**	1	2195
2045	RT @BuzzPatterson Having worked in the Clinton White House and personally experienced the heart of the beast, strap in for next week. Dems will go to the depths of Hell to sink Kavanaugh. It’s going to get ugly. They know no depths. Character assassination, lives destroyed, dishonesty, crimes.	1	2045
2702	RT @BySteveReilly In 2005, Judge Kavanaugh had a net worth of $91K, with $10K in the bank and $25K in credit card debt: https://t.co/AyL5LcuwG1.  In Feb. 2006, property records show he took out a $980K mortgage to finance the purchase of a $1,225,000 home — indicating a down payment of $245,000. https://t.co/0BImId8iCs	1	2702
2371	RT @ByronYork Conservative thinking on Ford-Kavanaugh:  From @WSJopinion 'The Presumption of Guilt; The new liberal standard turns American due process upside down.' https://t.co/jpQXymqHlz  And @RichLowry 'Democrats have abandoned the presumption of innocence.' https://t.co/kwZetPrsFh https://t.co/AyBilUVDAQ	1	2371
251	RT @ByronYork So Christine Ford agrees to 'provide her first-hand knowledge' on Brett Kavanaugh to Judiciary Committee 'next week,' provided there is 'agreement on details.' Doesn't seem like a very definitive answer. https://t.co/W7SoyRMpc1	1	251
89	RT @CASE103060 Thank you @AndrewCMcCarthy👉see also @WSJopinion The Presumption of Guilt. #SaturdayMorning #SaturdayMotivation @senjudiciary @LindseyGrahamSC  Grassley’s Kangaroo Court https://t.co/j4308BCn2j	1	89
729	RT @CNN Brett Kavanaugh is the least popular Supreme Court nominee in 30 years https://t.co/CfznAY949k https://t.co/t5r8cP5uTc	0	729
2173	RT @CNNPolitics A GOP Senate nominee says the accusations against Brett Kavanaugh are \absurd\ because the assault attempt \never went anywhere\ https://t.co/BPMUrR6WIf https://t.co/5xshLZvPLL	0	2173
1720	RT @CR WATCH: Dem Senator who lied about Vietnam service says Kavanaugh fails on ‘credibility’  by @NateMaddenCRTV  https://t.co/eLFzsP17On	1	1720
1578	RT @CREDOMobile Keep this in mind, @SenatorCollins: Voting for Brett Kavanaugh makes voters in Maine less likely to support your re-election in 2020: https://t.co/aBbJiClF9v #SusanCollins #mepolitics #StopKavanaugh https://t.co/421NpjhPjm	0	1578
3128	RT @CRTV Believe women just because they're women!? Believe Kavanaugh's accuser because of her gender? How about we believe EVIDENCE?   @MichelleMalkin shares a VERY timely story …  Watch more Michelle ==&gt; https://t.co/dYkVdrKIHH https://t.co/YNwLhSYF0G	1	3128
754	RT @C_3C_3 An unverified and salacious Dossier allowed the radical Left to spy on and attack Donald Trump.  An unverified and salacious Letter allowed the radical Left to delay and attack Brett Kavanaugh.  Anyone else see a pattern here?   Wake up GOP!	1	754
69	RT @C_3C_3 Christine Blasey Ford waited roughly...  35 years 420 months 12,775 days 306,600 hours 18,396,000 minutes  Before she came forward just 7 days before the SCOTUS vote of Kavanaugh.  She’s a RADICAL resister with 0 evidence &amp; the only 2 eye witnesses deny it.  But it’s not a setup?	1	69
878	RT @C_3C_3 Feinstein ‘s last year...  Leaked Simpson testimony and blamed it on cough medicine.  Busted for employing a Chinese spy for decades and lie that’s he was only your driver.  Smear Kavanaugh with FAKE rape allegations and make a mockery of the SCOTUS confirmation process.  Swamp.	1	878
56	RT @Can2geterdone 'Put a Bullet in Your Husband's Skull' US Marshals Investigating After Judge Kavanaugh's Wife Receives Violent Threats!  The Leftists are coming unhinged and are being pushed over the edge by the Dembat party.  This won't end well.  @Potus #WalkAway  https://t.co/VG1rmD7rj4	1	56
843	RT @Can2geterdone \Coming Out\ - Victim of Child Sexual Assault and Rape Wants Kavanaugh Accuser Held Accountable!!  This Woman makes sense to me. To be a valid account one should know the details.  From accounts by people that knew the accuser, she binge drank.  #WalkAway  https://t.co/wQNYbOESla	1	843
2714	RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.	1	2714
1167	RT @CarlHigbie So let me get this straight... @TheDemocrats want #kavanaugh to resign for an unproven, unsubstantiated sexual assault allegation from decades ago in high school but they hold up @keithellison as the number 2 for the dem party with proof and 911 calls of abuse... #LiberalLogic	1	1167
829	RT @CarlaDaddesi Kavanaugh accuser claims Monday is too soon to speak....AFTER 35 YEARS! 😂😂😂😂😂😂#ConfirmBrettKavanaugh #ConfirmKavanaugh https://t.co/QCDBq68ca3	1	829
2116	RT @CarolynBMaloney The lack of transparency in Kavanaugh’s confirmation hearings is a disservice to the American people! When Justice Kagan was nominated by President Obama, 99% of her records were released &amp; put into a online database. Let’s hold #Kavanaugh to that same standard. RT if you agree!	0	2116
173	RT @Carrie_Kelly17 @ChuckGrassley This is embarrassing. These people are trying to deny the next Supreme Court Judge of his constitutional rights.. WTF is going on?? Why are you all allowing this?? Expose them and move on.	1	173
1116	RT @CattHarmony It is disgusting that Democrats deflect away from the evidence of Ellison's domestic violence while accusing Kavanaugh without credible proof. #WalkAwayFromDemocrats #VoteDemsOut #VoteRed2018 https://t.co/KjaOCEf8tI	1	1116
362	RT @CattHarmony There are lots of crazy out there.  That being said, I still think Kavanaugh's accuser's \security threats\ are just hoax...	1	362
2948	RT @Celeste_pewter Morning, all:   Please take the time to read this, and continue to call your senators to support Dr. Ford, and oppose Kavanaugh.   This reiterates beyond all doubt, she knew the hell she was unleashing on herself when she came forward. She did it anyway.   https://t.co/TFflIQN4wB	0	2948
880	RT @Celeste_pewter This: “I said that Mommy had a story about a Supreme Court nominee, and now it’s broken into the news, and we can’t stay in the house anymore.\  is shattering. The very least we can do is call our senators and show we support her and her family.	0	880
3556	RT @ChadPergram WH: Since then, we have heard about different dates, conditions, and ever changing schedules, but today we appear no closer to a fair hearing. But one thing has remained consistent: Brett Kavanaugh remains ready, willing and eager to testify as soon as possible.	1	3556
2473	RT @ChatByCC Christine Blasey Ford made outrageous &amp; slanderous accusations against a good man, Judge Brett Kavanaugh.  She has created turmoil in America &amp; turned the confirmation of President Trump’s SCOTUS nomination into a circus.  She needs to step up or shut up NOW!  #IStandWithBrett	1	2473
2450	RT @ChatByCC Equal Justice Under The Law  •In a letter Christine Blasey Ford made an accusation against Kavanaugh  •Senator Grassley asked her to testify  •She is declining  •Judge Kavanaugh gets to defend himself  •America demands a full SCOTUS  VOTE #ConfirmKavanaugh #IStandWithBrett	1	2450
3109	RT @ChatByCC I just love it when good things finally happen!  Judge Kavanaugh will soon become SCOTUS JUSTICE Kavanaugh.  The FBI/DOJ documents will be released very soon.  President Trump has made America great again. LIFE IS GOOD!  (Although I suspect the left is still losing their shit.)😂	1	3109
2516	RT @CherylRofer CRC is the public relations firm that helped Ed Whelan develop his libelous theory of a Kavanaugh doppelganger. https://t.co/7RbYGrUjG1	0	2516
769	RT @ChrisRBarron Either she wants to tell her story or not. She needs to stop with all the demands and conditions and bullshit. If she doesn’t want to testify she doesn’t have to, but picking a Supreme Court Justice isn’t about one woman. End of story.	1	769
412	RT @ChristieC733 Even some of Media are embarrassed by this dog and pony show.   Media Hits Democrats for Politicizing Kavanaugh Accusation  #ConfirmKavanaughNow  #PoliticsNotJustice  #DogAndPonyShow   https://t.co/plUY1SmqAw	1	412
548	RT @ChuckCallesto Breaking #FoxNews Alert : Dems float idea of impeaching Kavanaugh even if he is confirmed to Supreme Court	1	548
443	RT @CinolauroMarie @_juliannemoore Disgusting Ever hear of Presumption of innocence? Do u have any sons? The burden of proof is not on kavanaugh! She can’t even remember when or where this supposed action “that could have escalated to sexual assault happened.”😀What exactly is the crime here? Sad political ploy	1	443
697	RT @CitizenWBailey Kavanaugh had record high disapproval ratings before the confirmation process.   Then his finances raised questions.   Then he committed perjury multiple times.   Then the sexual assault allegations.   GOP’s response? Fast-track his confirmation.	0	697
2715	RT @CitizensFedUp What would happen if a Kavanaugh arrest warrant was served at the Senate Hearing...??  “We are prepared to investigate if the victim wants to report to us, &amp; we can determine it occurred in the County,” Montogomery City Police Chief Tom Manger said... https://t.co/R8ceE8MY98	0	2715
2093	RT @ColonelClose Anything associated with #Ford is getting embarrassing. #FordMotor company should start making Chevrolets. #Ridiculous  https://t.co/3EYCXpcIuA	1	2093
714	RT @Condor_Law “There is no sex-linked gene for honesty! Women lie as well as men do. #Kavanaugh testify first? That’s what the Inquisition did! We can’t have one process for Republicans, one for Democrats! &amp; how about @keithellison?!” @AlanDersh @HeyTammyBruce @seanhannity #KavanaughAccuser https://t.co/koEkd8BZQV	1	714
3119	RT @ConservativeTht If you are Female, believe that a person is innocent until PROVEN guilty, that 36-year-old confused memories should not be enough to destroy someone’s career, then please VOTE &amp; help Judge Kavanaugh’s friends spread the #IStandWithBrett message. If you are Male, simply retweet.	1	3119
3452	RT @CoreysDigs This is a great story! I really enjoyed that read Jellenne. People are woke, #Kavanaugh is a warrior, and the DEMs are toast. #WalkAway https://t.co/eUHAJurvqq	1	3452
2687	RT @CraigAr64 I wonder if Ford is stalling under direction of the Dems and her lawyer to allow MSM and Dems to continue to destory the character of Kavanaugh. To the ignorant,who have already made a decision before even hearing a case.Crying Chuck comes to mind🤔  Vote! https://t.co/5iodAX7rpT	1	2687
2179	RT @CutPhD @tedlieu @GOP is in a 'no win' situation which they brought on themselves by bullying Dr. Ford, denying her right to have witnesses &amp; making preemptive stmts about voting him without hearing her testimony. Only way for this to be minimally salvaged is to withdraw Kavanaugh's nomination.	0	2179
175	RT @CyrusMMcQueen Conservatives can kiss my righteous black ass. Had to tell a Trump/Kavanaugh sycophant the other day; the diamond you see before you was formed by the racial pressure cooker of Boston. That’s why I stay sharp, my words cut deep and I’m damn beautiful to behold, you dickless dummy	0	175
320	RT @CyrusMMcQueen The Kavanaugh confirmation is ironically emblematic of conservatives overall criminal behavior toward women: They’re ignoring their protests, they’re disregarding due process and they’re violating any semblance of propriety while ramming this through on their arbitrary timetable.	0	320
498	RT @DGComedy I believe Kavanaugh attempted to rape Dr. Ford in high school. No matter what the result of their testimony, I hope Democrats and good Repubs in the senate remember Kavanaugh would reverse Roe V Wade, believes people can be fired for being LGBT &amp; he lied under oath several times.	0	498
977	RT @DLoesch Keeping track: Everyone named has denied knowing of any party where Ford’s claim took place and Keyser says she never even knew Kavanaugh. https://t.co/UodpdoMNiy	1	977
682	RT @DRUDGE_REPORT Judiciary Committee staffer resigns over past harassment complaint... https://t.co/SkWmbDvaal	0	682
614	RT @DRUDGE_REPORT Lawyer Caught On Camera: 'Going To Resist'... https://t.co/qasWAm0kzW	1	614
1567	RT @DRUDGE_REPORT NO ONE BACKS UP HER STORY? https://t.co/9pQG21EZuz	1	1567
759	RT @DaShanneStokes It's been 282 days since Al Franken left the Senate. @realDonaldTrump is not only still in office, but has attacked victims of sexual assault and nominated an accused sexual predator to the Supreme Court. Think about that.  #resist #trump #ThankYouDrFord #Metoo #WhyIDidntReport	0	759
2494	RT @DaddyDaddymac Only 31% of the people want Rapist Kavanaugh on the SC!  The republicans want him seated anyway, despite the overwhelming fact that we don’t want him.  this proves that @realDonaldTrump @GOP @SenMajLdr @ChuckGrassley   Don’t care what we want.  vote them out for good!  RETWEET!!!	0	2494
567	RT @DailyCaller Huffington Post Poll Shows Few Believe Kavanaugh’s Accuser Is Credible https://t.co/AIcSUbzJpn https://t.co/aQzXF6mW59	1	567
2903	RT @DailyCaller Kavanaugh’s Accuser Just Hired Andy McCabe’s Lawyer https://t.co/GQvIhaYoX1 https://t.co/2F93uedAmx	1	2903
703	RT @DailySignal There’s No Reason to Delay the Kavanaugh Vote Any Further https://t.co/oQ3pZnn0Gu https://t.co/v1wckBpjxg	1	703
3106	RT @DanaScottLO Exactly. The minimum “character &amp; fitness” standard for a seat on the Supreme Court should be far above what would escape criminal or civil liability. https://t.co/JgnULLLpLG	0	3106
425	RT @DarthDadius7 @CNN @SenMajLdr @SenThomTillis Your “job” is to carry out the will of your constituents, not your major campaign donors.  It seems a large majority of voters don’t want Kavanaugh on the bench.  Why do you persist?  #WhatAreYouHiding ?	0	425
2414	RT @DavKat43 Going to be very difficult to get applicants for the Supreme Court of America  who have not been credibly accused of nearly smothering someone to death and attempting to rape them? https://t.co/5e4u7QOtGR	0	2414
875	RT @DavidAFrench There's a deeply-flawed statistic that weighs down the Kavanaugh debate -- that only 2 to 10 percent of rape claims are \false.\ Thus, the existence of the claim becomes evidence of the claim. But those stats are fundamentally flawed. Here's how: https://t.co/sAbCcW4M0w	1	875
512	RT @DavidCayJ Letter on sexual  &amp; other harassment in SF appeals court where Kavanaugh clerked for his mentor, creepy Judge \https://t.co/peUjaAJib1\ Kosinski, sent 7/24 to @ChuckGrassley &amp; @SenFeinstein.  Letter says clerks, others want to talk, fear retribution. https://t.co/I8NFezUdMc	0	512
2156	RT @DavidCayJ Time to atone. Men who went to prep school w/ Kavanaugh or were with him in crude &amp; rude @Yale fraternity &amp; secret group that degraded women, please show a little courage. Speak up.	0	2156
2978	RT @DavidJHarrisJr CNN wasn’t expecting this!!!  #kavanaugh https://t.co/7c0XLPM3ng	1	2978
1647	RT @DavidJHarrisJr This is ridiculous! https://t.co/i7CHNtBuiU	1	1647
2432	RT @DeadBunnyFrank They are afraid of losing their grip on the power of the Supreme Court to change our country into the authoritarian theocracy they believe can be the curtain behind which they will build the Randian paradise that will allow them to amass wealth and power, at our expense. https://t.co/dhRM9IvOb0	0	2432
2507	RT @DeanObeidallah @realDonaldTrump Trump, Mitch McConnell and GOP Senators are screaming that Brett Kavanaugh needs to be confirmed immediately.  Why? McConnell and the GOP Senate left Justice Scalia's seat open for 422 days - Yep Well over a year. But now all of sudden it's an emergency! #BS	0	2507
2607	RT @DeanObeidallah What did Chuck Grassley know and when did he know it?! Grassley hired Garrett Ventry who resigned today bc his history of sexual harassment was revealed to the public. Did Grassley know when hired him? What about Ventry's ties to smearing Dr Ford? https://t.co/LgYZWp7eBu	0	2607
2080	RT @DebLouLit @LoriinUtah @Trump454545 She’s still negotiating!! That’s not an acceptance!! Time’s up!! Confirm Kavanaugh!! @ChuckGrassley @SenateMajLdr	1	2080
1282	RT @Debbie_Vesino @january212017 @CraigAr64 @MyBrianLeyh @kjross1970 @MrEdTrain @rsultzba @MightyBusterBro @Chris_A10_USA @The2ndA @HH_kathy @deborahjuanita4 @TrmpPnceMkeSens @BridgetKF30 @RealTT2020 @i_oice @HotShot_78 @PaulaLanier54 @LaylaAlisha11 @KNP2BP @StandingDarrell @Corp125Vet I agree. I worked with the abused in many areas. About repression memoires. They always remember how they got out of the situation &amp; there's more.  I'm speaking about all of the victims that I  tried to help. Ford is a lier.  Here's another setup by #Democrats  #MAGA #Kavanaugh https://t.co/bFtWb6ch4M	1	1282
699	RT @DeepStateExpose Bret Kavanaugh isn't the threat. Overturning Roe V Wade isn't the threat. The end of the Deep State is the threat in having Conservative Justices on the Supreme Court!!! #DrainTheDeepState	1	699
2689	RT @DefensTech @SenatorCollins @SidneyPowell1 What is extremely disturbing is that a GoFundMe account was set up for Christine Blasey Ford, not by her, but someone else, for \security.\ Also disturbing is that @SenFeinstein had Ford's letter since July and the @FBI has had it and previously cleared Judge Kavanaugh.	1	2689
3284	RT @Delavegalaw Kavanaugh's nomination was announced July 10. But, in late June, Mark Judge &amp; Virginia Hume were tweeting each other about Kavanaugh's \youthful hijinks.\ When the announcement was made, CRC had a binder full of women for its PR campaign. Anybody think that was a coincidence? https://t.co/NIw7K3to3V	0	3284
1148	RT @DerekCressman Spokesman for GOP on Kavanaugh nomination resigns; has been accused of harassment in the past https://t.co/B4VIB6a2VK	0	1148
606	RT @DiamondandSilk Back in the day, Clarence Thomas called it a \High Tech Lynching.   Today, in the wake of what's happening to Kavanaugh, we call this a \Political Lynching.  This is the same script from the early 90's being played out today!	1	606
1562	RT @DiamondandSilk The Lame Stream Media is desperate......  (Ford’s Classmate Who ‘Corroborated’ Story Takes Back Entire Accusation Against Kavanaugh, She Didn’t Think She’d Have to ‘Defend It’) https://t.co/Srh7Ma4cbh	1	1562
667	RT @DiamondandSilk The Plot Thickens........ (Democrats Secret Plot Revealed to Reverse Kavanaugh Victory AFTER He’s Confirmed) https://t.co/wpE3A9pikr	1	667
1140	RT @DiceyLangston EXCELLENT QUESTION! KELLYANNE WONDERS WHY KAVANAUGH VOTE IS BEING DELAYED FOR DEMS WHO WON’T VOTE FOR HIM ANYWAY https://t.co/ltEQjeBj0S	1	1140
741	RT @DineshDSouza No one is talking about how this Kavanaugh circus is firing up Republicans! The evil party is showing its fangs and the good guys know it is time to draw out their swords #VoteRed	1	741
13	RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y	1	13
355	RT @DirkSchwenk The Manafort statement of offense provides the blueprint that Manafort was following to discredit an opponent and pump up a client.  It is revealing in the time of Kavanaugh. https://t.co/un3Md7iBPT.	0	355
812	RT @DisavowTrump20 BREAKING: Senator Claire McCaskill will oppose the Supreme Court nomination of Brett Kavanaugh.   RETWEET if you support Senator McCaskill as she opposes Kavanaugh and his dangerous ideology! https://t.co/cmEb6bnc7U	0	812
326	RT @DjLots3 Right @keithellison!  People \cook up allegations\  #Kavanaugh accuser can't remembr date,time,place or yr!  #KarenMonahan has records on you  &amp; Dem @Archie4Congress beat his wife w/a tire iron!  Sounds like #Dems are the master chefs!  #ConfirmKavanaugh  https://t.co/F77zbaZAn1	1	326
2477	RT @DoRtChristians During the 2016 election, liberals defended the way Hillary went after a VICTIM OF HER PEDOPHILE CLIENT. Why is it that liberals can defend Hillary grilling a victim of a pedophile, but it's unfair for Kavanaugh to cross examine/confront Christine Ford? #MAGA #QAnon #WalkAway https://t.co/4TpXLIXR99	1	2477
136	RT @DonaldJTrumpJr Obviously not political: Kavanaugh Accuser’s Lawyer Caught On Camera: ‘We Are Going To Resist’ https://t.co/w8tDtcSbKZ	1	136
458	RT @DrDenaGrayson In practice runs, #Kavanaugh grew frustrated when it came to questions that dug into his private life, particularly his drinking habits &amp; his sexual proclivities. He refused to answer some questions altogether, saying they were “too personal.”🙄  https://t.co/3CbJcG36me	0	458
849	RT @DutyOfAPatriot What’s This All About? DELAY, DELAY, DELAY SMEAR, SMEAR, SMEAR  🛑 Put A STOP To It Now 🛑 END THE SHAM, HOLD THE VOTE https://t.co/EC33M0YGy8	1	849
760	RT @EWErickson Christine Blasey Ford's classmate and female eyewitness actually denies any and all knowledge of the events and says she doesn't even know Brett Kavanaugh.  - https://t.co/qBNPhL8qqn https://t.co/VQoy0nepZc	1	760
1141	RT @EWErickson Ford provided 5 people who she says can corroborate her story. Smyth: Denies it under penalty of perjury. Judge: Denies it under penalty of perjury. Kavanaugh: Denies it under penalty of perjury. Keyser: Denies it under penalty of perjury. Ford: Refuses to testify under oath.	1	1141
3116	RT @EWErickson Now they’re seeking to ruin people at the periphery of this. So gross. ⁦@GarrettVentry⁩ is a good guy.  https://t.co/ISOxhTgoRl	0	3116
476	RT @EWErickson Reporters will believe this guy, but not believe Kavanaugh. https://t.co/hEPmywPX9i	1	476
917	RT @EWErickson So a woman in California claims a Supreme Court nominee assaulted her and instead of hiring a lawyer in California she just so happens to hire a lawyer connected to the so called Resistance movement. This is all a character assassination and not credible.	1	917
2152	RT @EWErickson What if Ford is in such a liberal campus bubble that she thought she could just accuse Kavanaugh and watch him be destroyed by the claim as often happens on college campuses under Title IX.	1	2152
3044	RT @EdKrassen BOOM! Looks Like Kavanaugh might become a suspect in a real criminal investigation! https://t.co/2p0DVe6nM2	0	3044
1547	RT @EdKrassen Mark Judge was allegedly in the room when Brett Kavanaugh allegedly sexually assaulted Dr. Christine Blasey Ford.  He says he doesn't remember it, but he's not under oath.  Here's an idea for the brilliant Republican Senators:  Subpoena Mark Judge now!  Subpoena Mark Judge now!	0	1547
493	RT @EdKrassen Only 31% of Americans believe that Brett Kavanaugh should be confirmed to the SCOTUS.  Next week we find out if the U.S. Senate really represents their constituents or if they actually represent Donald Trump.  WE THE PEOPLE DEMAND REPRESENTATION!	0	493
805	RT @EdWhelan123 I made an appalling and inexcusable mistake of judgment in posting the tweet thread in a way that identified Kavanaugh's Georgetown Prep classmate. I take full responsibility for that mistake, and I deeply apologize for it. I realize that does not undo the mistake.	1	805
631	RT @EdanClay So, it will be poetic justice if Brett Kavanaugh becomes the first #SCOTUS Justice to be convicted of attempted rape and thus impeached from the bench. Maryland police chief is \prepared to investigate\ the crime if Professor Blasey Ford simply reports it. https://t.co/6bAq8xV90e	0	631
235	RT @Eddie7757 Dianne Feinstein ambushed Brett Kavanaugh with a parent whose daughter was killed at Parkland and sat on an anonymous letter for an alleged sexual assault (in which we know is bullshit🙄) on Brett Kavanaugh. I'm sensing a pattern here.	1	235
3412	RT @ElieNYC \Judge Kavanaugh, I have for the first time agreed to listen to a woman, and let her speak at a time of her choosing. The Ed Whelen thing didn't work. We have to listen to her before dismissing her. Hope you understand, it's not my normal approach.\   Fixed it for you! https://t.co/0ZF2GsMGdh	0	3412
102	RT @Elisa_freedom @mitchellvii Ford wants to testify Thurs b/c that will guarantee Kavanaugh can't be seated Oct 1st. This would likely mean he may not be confirmed at all and Dems can run on saving a SCOTUS SEAT. If the Republican leadership allows this travesty the base will erupt in anger.@ChuckGrassley	1	102
3538	RT @EllenBarkin #WhyIDidntReport  the answer can be found on the nightly news...#KavanaughHearings	0	3538
312	RT @Emolclause #BREAKING:#Kavanaugh's own alma mater.@YaleLawSch wants his confirmation PAUSED until FBI probes #ChristineBlaseyFord's allegations--A NO-BRAINER except for.@ChuckGrassley &amp; his.@GOP Senate Judiciary GOONS!!  #TheResistance #CNN #MSNBC #Yahoo #FBRParty  https://t.co/JaMXcl5i4x	0	312
626	RT @EnBolden2 Insane!  Former Obama WH lawyer, Kate Shaw, throws due process out the window!  NYT: Kavanaugh Has No Right to Presumption of Innocence, ‘Politics’ Should Decide His Guilt Instead https://t.co/5ib2PaZhv4	1	626
3329	RT @EnglishCodeWord @ChuckGrassley #Kavanaugh #Ford This is the win win. Katz says that Ford WILL testify but only IF she can subpoena witnesses (plural.) If they WONT allow that, Katz says they have no choice but to SUE in CRIMINAL COURT so the TRUTH can come out. Either way wins.	0	3329
410	RT @EricBoehlert GOP's plan for next week: fire Rosenstein to try to stop Mueller, while ramming thru an accused sexual attacker to Supreme Court.   i've said this over and over folks, there's nothing written anywhere that guarantees the U.S. gets a happy ending.	0	410
1019	RT @EricBoehlert as GOP’s Kavanaugh strategy unravels on 7 different fronts I’ll post a reminder: there is NOTHING that will change GOP’s mind—no new fact, no new revelation. this is what complete corruption looks like	0	1019
1049	RT @EricBoehlert btw, today’s NYT runs the Rosenstein piece huge on page one (much to WH’s delight), while NYT carries zero stories abt insane, failed GOP plot to suggest Kavanaugh attack was mistaken indenture—NYT doesn’t see that as news	0	1049
803	RT @EricHolder Withhold 90% of relevant documents. No FBI inquiry of sexual assault allegation. An unnecessarily rushed vote. The legitimacy of the Supreme Court is being/will be put into question. This is pernicious and way more important than a political “victory”.	0	803
693	RT @FDRLST Some on the left want to punish Brett Kavanaugh, not as an individual, but as a symbol of collective white male privilege. https://t.co/o1Vy884EEB	1	693
3367	RT @FRCdc \Balancing the scales of justice, doesn't mean persecuting innocent people.\ @DLoesch #VVS18 #Kavanaugh #SCOTUS #DueProcess https://t.co/vpmtV3H97d	1	3367
3316	RT @Farberyanki Women rally in support of Kavanaugh: 'We know the man, we know his heart'  https://t.co/EI4unqYqyK	1	3316
2422	RT @FearlessLife4U @bjcreigh @SenatorCollins @lisamurkowski READ THIS. Kavanaugh knew the name of his accuser and had @EdWhelanEPPC investigate BEFORE HER NAME BECAME PUBLIC. What else do you need to know???🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	0	2422
3110	RT @Feisty_FL How much you wanna bet once Kavanaugh is confirmed Ford drops off the face of the earth? #SaturdayMorning	1	3110
2454	RT @Fly_Sistah @michelleinbklyn @SethCotlar It's a job interview, not a criminal investigation. Kavanaugh doesn't get due process for a job interview. He's a compulsive gambler, accrued massive debt paid off in unexplained ways &amp; has multiple instances of perjury while under oath. https://t.co/u8tfM7zMDa	0	2454
