text_id,text,speaker,party,date,agenda,cap_topic
1742255,That means that we then have to ask search engines to remove pages that sell or trade in illegal material.,David Morris,Con,13/12/2011,Illegal Music Downloading,12
2290951,"While I am certain that there is no need to amend the Bill, I am happy to give the Committee the assurance that I will continue to discuss the matter with the IPCC to see whether it needs any longer-term changes.",Damian Green,Con,05/12/2012,Police (Complaints And Conduct) Bill,20
2475495,"If we do not produce those negative data to show where problems are with some products, we may miss problems with other medical implants.",Stephen Mosley,Con,06/03/2013,Medical Implants (EU and UK),3
3036432,"We have production companies such as Two Four productions, and a rehearsal space at TR2 used by west end productions.",Alison Seabeck,Lab,04/02/2014,Regional Arts and Culture,15
36594,Will the Prime Minister confirm that Government and EU policy decisions on such matters will be taken on the basis of sound science and proportionate regulation?,Roger Williams,LibDem,07/07/2010,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],17
40189,We are discussing the EU budget for 2011.,Chris Heaton-Harris,Con,13/10/2010,Draft EU Budget 2011,19
52660,What recent discussions he has had with the Chancellor of the Exchequer on the effect in Scotland of the increase in the basic rate of value added tax.,Gordon Banks,Lab,26/01/2011,Value Added Tax [Oral Answers to Questions > Scotland],1
155258,"Having been Secretary of State for Wales, I was particularly pleased to see the continuation of support to energy-intensive industries through compensation for green levies.",Cheryl Gillan,Con,19/03/2014,Budget Resolutions and Economic Situation,7
156481,"In a question to the assistant chief constable-I believe it was Assistant Chief Constable Harris-my colleague on the Policing Board, Mr Thomas Buchanan, asked about the OTRs.",David Simpson,DUP,27/03/2014,High Court Judgment (John Downey),12
163959,There would be more unemployed if there were the cuts in capital that the Tories propose.,Harriet Harman,Lab,25/03/2009,Engagements [Oral Answers to Questions > Prime Minister],1
1329298,"It has done nothing for employment chances in Vale of Clwyd; in fact, it has increased the chance of unemployment there.",Chris Ruane,Lab,29/03/2011,Amendment of the Law,1
1772297,What assessment she has made of the effect of changes to tax credits on the income of women.,Jon Ashworth,Lab,12/01/2012,Tax Credits [Oral Answers to Questions > Women and Equalities],1
2509528,Friend the Member for Burton (Andrew Griffiths) in particular has been a committed champion of the famous brewing industry that employs many of his constituents.,George Osborne,Con,20/03/2013,Financial Statement,99
92155,"Since that date, youth unemployment in Germany has halved.",Elizabeth Truss,Con,24/04/2012,Topical Questions [Oral Answers to Questions > Treasury],1
118821,"The scheme provides for the application of certain arbitration rules, with London as the default location for any arbitration.",Ian Murray,Lab,26/02/2013,Groceries Code Adjudicator Bill [Lords],15
140735,"He will know that the national insurance contributions employment allowance will benefit 35,000 businesses across Wales by a total of £50 million, with 20,000 of those businesses being taken out employer national insurance contributions altogether, which I would have thought his constituents welcomed.",David Jones,Con,20/11/2013,SMEs [Oral Answers to Questions > Wales],13
160177,"In March, adult unemployment was 8% and youth unemployment was 11.8%, nearly double the Wales average of 6.4%.",Nick Smith,Lab,01/05/2014,Work Programme (Wales),1
1606571,"I was pleased that the Minister sounded well disposed towards it, although we shall need to know precisely what is going to happen to make its aims a reality.",Stephen Timms,Lab,18/10/2011,Pensions Bill [Lords],20
49287,"In 2010, at key stage 2, 78% of pupils in Central Devon achieved level 4 or above in English and maths combined, compared with 73% in England.",Nick Gibb,Con,20/12/2010,School Standards [Oral Answers to Questions > Education],6
51454,Those 250 pupils alone justify the expenditure on EMA.,Karen Buck,Lab,19/01/2011,Education Maintenance Allowance [petition],6
66769,"Speaking of sharing information, the Minister has raised the spectre of the Azores ruling, but a comparable and permanent reduction to the block grant in place of the devolution of corporation tax would certainly meet all the state aid rules.",Stewart Hosie,SNP,21/06/2011,Scotland Bill,1
156880,The limit is higher than if it had been set solely by reference to the same tax borrowing ratio that applies to Scotland.,Mark Harper,Con,31/03/2014,Wales Bill,1
158523,"I am similarly amazed that the Secretary of State for Wales is not pushing for the devolution of APD at the highest level, as it would provide us with the ability to develop the Welsh economy, which should be one of his core objectives.",Jonathan Edwards,PlaidCymru,09/04/2014,Finance (No. 2) Bill,21
1259193,"It is important to mention some major capacity improvements, which will be delivered in the years to come.",Theresa Villiers,Con,01/03/2011,Rail Services (South-East London),10
1404731,"There was a great expectation that the operation would all be over immediately and that everything would be fine, but that was never my expectation when I voted for the no-fly zone on 21 March.",John Glen,Con,16/05/2011,"Middle East, North Africa, Afghanistan and Pakistan",19
2265254,"That will help keep account details more secure, but it also heralds further changes in how we conduct transactions, including charitable donations.",Eilidh Whiteford,SNP,26/11/2012,Small Charitable Donations Bill,1
2511800,Today's figures show that there is 12% unemployment in my constituency against a national average of just over 5%.,Diana Johnson,Lab,20/03/2013,Budget Resolutions and Economic Situation,1
2609462,"In the absence of a legally binding decarbonisation target, will the Secretary of State at least confirm that his long overdue delivery plan will be in line with our legally binding carbon budgets, or will the Government be rewriting the fourth carbon budget?",Caroline Flint,Lab,06/06/2013,Off Grid Gas [Oral Answers to Questions > Energy and Climate Change],8
8589,I do not think that any of us have seen such an enormous turnaround-not just in the United Kingdom economy but in the global economy-involving such very large numbers in so short a space of time.,Michael Jack,Con,22/04/2009,Budget Resolutions and Economic Situation,1
35481,Those who voted Lib Dem did not expect their chosen party to experience a wholesale conversion to Tory fiscal hawkery after a quick cup of tea with the Governor of the Bank of England.,Angela Eagle,Lab,24/06/2010,Budget Resolutions and Economic Situation,20
58521,"Such large sums of accrued EYF present a fiscal risk to the UK Government, which is why new arrangements will be detailed in the forthcoming Budget.",David Gauke,Con,14/03/2011,Scotland Bill,1
115617,"The Prime Minister must realise that no amount of renegotiation, repatriation or reorganisation will satisfy some of his Eurosceptic Back Benchers.",Jonathan Reynolds,Lab,30/01/2013,Europe,20
1125473,"The electricity that they deliver must be both affordable and sustainable, helping us to meet our emissions reduction targets and keep the lights on.",Christopher Huhne,LibDem,16/12/2010,Electricity Market Reform,8
1250258,"In almost every other industry that was intrinsically profitable and was therefore privatised, innovation flourished.",Tom Harris,Lab,17/02/2011,Rail Investment,10
1329605,This transfer will disproportionately benefit the banks at the expense of manufacturing.,Emma Reynolds,Lab,29/03/2011,Amendment of the Law,1
1889001,That does not mean that we should ignore manufacturing for domestic supply.,Chris White,Con,06/03/2012,Manufacturing and Engineering,1
2262040,We believe that there is a need for an intelligent industrial strategy.,Iain Wright,Lab,22/11/2012,Industrial Policy and Manufacturing,1
2273477,"They are not thinking about this huge beast, which is the UK listed sector, or about the scale of the contribution that mining makes.",Eric Joyce,Independent,28/11/2012,UK-Listed Mining Companies,8
2466989,"That means not that CMPs should be impossible to use, but that restriction should be the order of the day.",David Davis,Con,04/03/2013,Justice and Security Bill [Lords],12
2643412,The situation facing the tourism industry in the north-east is unfortunately less positive.,Bridget Phillipson,Lab,20/06/2013,"Tourism [Oral Answers to Questions > Oral Answers to Questions > Culture, Media and Sport > Culture, Media and Sport]",15
2843735,"It is clear to anyone that even if those figures are accurate, and even if factors such as the re-categorisation of jobs into different sectors are taken into account, the pace of job creation is not quite as dramatic or as effective as we might think.",Sheila Gilmore,Lab,04/11/2013,National Insurance Contributions Bill,13
12325,"Brian Paddick, a former assistant commissioner in the Metropolitan police, said:“The problem with the Home Office was nationally imposed targets, some of which were having perverse outcomes”, although they were set with the best of intentions.",Paul Holmes,LibDem,11/06/2009,Policing in the 21st Century,12
38228,"We are a county that delivers jobs, 72% of which are in the private sector, and we are a net contributor to the overall tax pot.",Elizabeth Truss,Con,27/07/2010,A11 (Dualling),14
44755,"The cuts have been structured in such a way that the high-crime areas-including the west midlands, which has bigger problems although it is not the only such area-are being disproportionally hit by the way that the Government are making the cuts.",Bob Ainsworth,Lab,16/11/2010,Policing (West Midlands),12
68429,"The rushed decision to make a tax raid on North sea oil means that companies are reconsidering their future in Britain, and puts investment and jobs in jeopardy.",Chris Leslie,Lab,05/07/2011,Finance (No. 3) Bill,15
82964,"Women hold about two thirds of jobs in the public sector, and job reductions north of the border are occurring somewhat later than in England.",Ann McKechin,Lab,18/01/2012,Female Employment (Scotland),5
88033,Corporation tax across the United Kingdom is on its way down.,Laurence Robertson,Con,01/03/2012,Northern Ireland Economy,1
105385,"Whereas 20 years ago it was recovering from the aftermath of the conflict with Serbia, the siege of Dubrovnik and the break-up of Yugoslavia, Croatia now has exciting plans to diversify its economy and invest in energy and tourism, and is cutting its deficit to under 4% of GDP, albeit in a period of somewhat patchy economic growth.",William Bain,Lab,06/11/2012,European Union (Croatian Accession and Irish Protocol) Bill,1
131564,"On 21 April, HMS Amethyst was refloated, and on 22 April Lieutenant Commander Kerans arrived on board from Nanking, where he was assistant naval attaché, and took command.",Graeme Morrice,Lab,09/07/2013,HMS Concord (Yangtze River Incident),16
316645,"If it is decided not to change the legislation, deferring business rate increases is a logical step to take.",Alan Whitehead,Lab,15/06/2009,Business Rates,1
1216109,We have had to deal with his economic legacy and he is running away from his past.,George Osborne,Con,08/02/2011,Gross Domestic Product [Oral Answers to Questions > Treasury],1
2044429,What is truly outrageous is that Ministers waste their time targeting low-paid public servants when the real crisis is in the private sector.,Grahame M Morris,Lab,20/06/2012,Regional Pay,1
27799,"By the sound of it, the matter is an absolute for the Secretary of State, as it is for those who subscribe to the ECHR.",Bill Cash,Con,23/02/2010,"Children, Schools and Families Bill",19
33480,"They are huge matters affecting the entire economy of this country and its stabilisation, not to mention the City of London, regulation and many other things.",Bill Cash,Con,07/06/2010,Political and Constitutional Reform Committee,1
2429978,"They might be two separate parties, but for the families they are penalising with the bedroom tax, they are exactly the same.",Harriet Harman,Lab,12/02/2013,Topical Questions [Oral Answers to Questions > Deputy Prime Minister],1
51032,That figure has reduced to about £112 for every £100 spent in England and obviously that reduction has been highlighted in Wales regularly.,Guto Bebb,Con,18/01/2011,Funding Formula,1
865244,"I had not intended to speak at length-I wanted to make a couple of interventions-but I am pleased to participate in an increasingly vital part of public policy, which we will need to consider in the 20 to 30-year period as we move towards a decarbonised economy.",Iain Wright,Lab,08/07/2010,Energy Security,8
2345716,"Although we might not always make too many friends in the farming industry, we are all responsible for ensuring that we know what we are putting into our bodies and feeding our families.",Anna Soubry,Con,09/01/2013,Antibiotics (Intensive Farms),4
3488482,"We are fortunate to have a diverse economy, with people working in manufacturing, retail, and the service sector.",Ian Lucas,Lab,26/11/2014,Remploy Workers,1
23746,"Friend the Secretary of State for Work and Pensions and the Government have taken to preserve jobs and get people back to work, the level of economic inactivity in Wales fell by 3,000 from the last quarter.",Peter Hain,Lab,06/01/2010,Economic Inactivity [Oral Answers to Questions > Wales],1
51787,"At a time when the Government are rightly putting a lot of emphasis on rebalancing the economy and doing everything they can to promote business and growth beyond the City of London, this giant industry is struggling and we would be well advised to help it.",George Freeman,Con,20/01/2011,Horse Racing Levy,15
91292,"Companies will claim, “Oh, we're using the Luxembourg tax treaty,” but we have to ask whether the tax is actually paid-that is, is it repatriated to the states where it is actually paid?",Charlie Elphicke,Con,16/04/2012,Finance (No. 4) Bill,1
94463,"However much one can look at the Greek situation and feel for the people who are suffering as a result of unemployment and living standards, there is a crying need for genuine reform in Greece, and for more straightforward and honest politics when it comes to dealing with those problems.",David Cameron,Con,23/05/2012,G8 and NATO Summits,1
129568,"Now that our local economy seems to be getting back on track, we need to make sure that the recovery is sustainable, and we need to put in place the infrastructure to make sure that the west midlands is not left behind again.",James Morris,Con,26/06/2013,High Speed Rail (Preparation) Bill,10
158994,"Clearly, it means that Russia has put itself in a position to do so, and the threat to do so has to be taken seriously.",William Hague,Con,28/04/2014,Ukraine,19
159843,The Secretary of State has spoken before of his belief that Wales needs the ability to vary income tax in order to be competitive-spoken as a true Conservative-but then does not offer a power that actually allows for any variation in income tax.,Jonathan Edwards,PlaidCymru,30/04/2014,Wales Bill,1
159864,"The logic of that is entirely lost on me, but I should have thought that he would want to check who his European Members are in Wales and where they lived before he determined that they would get a tax break-in her case, a £700 tax break-were his Government to do what the Secretary of State for Wales has suggested and cut all the tax bands in lockstep by 1%.",Owen Smith,Lab,30/04/2014,Wales Bill,1
176926,"It is plain that the Vienna convention requirements must be adhered to before we can consider reopening embassies, but does he agree that, on a broader range of matters such as the return of citizens and nationals, the opening of embassies should be seen not as some sort of reward but as a useful tool that could help in the resolution of a number of the normal kinds of disputes that occur between nations and that on many of those there is in fact some room for negotiation?",Richard Bacon,Con,25/11/2014,Iran (Nuclear Talks),19
579585,Let me explain why we need to deem available income when it might not have been taken up.,Helen Goodman,Lab,12/01/2010,Student Finance,6
1190925,"Yes, this is a matter of public spending levels, but it is also a matter of the profile of the cuts, which is adding to the difficulties of ALMOs that are trying to carry out the decent homes programme.",Pat McFadden,Lab,27/01/2011,Decent Homes,14
1909028,"At that time, Thames Water had a debt to capital ratio of about 45% and an excellent credit rating with all the major rating agencies.",Simon Hughes,LibDem,14/03/2012,Water Industry (Financial Assistance) Bill,21
1999532,"Let us be clear: if Labour had won the election, we would have had to deal with the deficit, but we would have done it in a more measured way, promoting growth, not just pain.",Huw Irranca-Davies,Lab,17/05/2012,Jobs and Growth,5
2414903,"We need a far better pre-clearance system, certainly if we are to have a new anti-avoidance rule that is both equitable and, more importantly, effective.",Mark Field,Con,05/02/2013,HM Revenue and Customs,1
2663427,This is something I am familiar with in my constituency and have many problems with.,Karen Buck,Lab,27/06/2013,Legal Aid Reform,12
22425,"In the same period, employment has risen by 2,685,200 in England and by 11,700 in Wellingborough.",Jim Knight,Lab,07/12/2009,Jobseeker's Allowance,5
59012,Let me outline precisely why France was able to get a reduced VAT rate on-,Justine Greening,Con,16/03/2011,Fuel Prices and the Cost of Living,1
61698,"I am motivated in many ways by the memories of what has happened before to the north-east of Scotland when there has been a downturn in investment � the rows of �For Sale� signs, people handing in the keys to their houses, the repossessions and the loss to the local economy of a major industry.",Robert Smith,LibDem,05/04/2011,,1
87738,We have given the Bank of England the task of managing the CPI rate.,Harriett Baldwin,Con,01/03/2012,CPI/RPI Pensions Uprating,1
94104,There are not many constituencies in Wales where one can say that private sector employment is greater than public sector employment.,Guto Bebb,Con,17/05/2012,Jobs and Growth,5
119878,I ask the Minister to consider what more the Government could do about the number of overseas buyers purchasing property in London.,Heidi Alexander,Lab,05/03/2013,New Housing Supply,14
140555,"It is essential that the Governor of the Bank of England, Mark Carney, is able to unwind the current additional monetary stimulus that has been needed since the crash of 2008 without allowing any major deviation from that 2% target.",Harriett Baldwin,Con,19/11/2013,Women and the Cost of Living,1
153807,"There are always dangers and pitfalls with comparisons-in France, for example, we are comparing with four or five cancer centres of excellence-but by and large the figures are robust in suggesting that we have a major problem with our survival rates.",John Baron,Con,11/03/2014,Cancer Treatment and Prevention,3
164267,"Of course the Silk commission suggested something different, recommending that income tax rates should be capable of variation independently to create better economic conditions in Wales.",Mark Williams,LibDem,24/06/2014,Wales Bill,21
538133,"Today's measures, combined with those from the Budget and last year's pre-Budget report, mean that over half of the additional revenue raised will be paid by the top 2 per cent. of earners.",Alistair Darling,Lab,09/12/2009,Pre-Budget Report,1
837137,"We have also asked the private sector to join Ministers in this cross-cutting group, so that we can hold Departments to account and ensure that we learn the very best practice from business.",Gregory Barker,Con,30/06/2010,Energy Efficiency,8
1963502,"Friend refers could benefit from the national loan guarantee scheme and the credit easing scheme that the Chancellor announced at the Budget, and it could participate in the advanced manufacturing supply chain initiative, which the Department for Business, Innovation and Skills has announced, whereby £125 million is being spent to help manufacturers improve their performance.",Danny Alexander,LibDem,24/04/2012,Manufacturing Sector [Oral Answers to Questions > Treasury],1
2334256,"The current international accounting standards only require multinational companies to report accounts on a global consolidated basis, which makes it incredibly difficult to know where taxable economic activities are occurring and where profits are declared.",Stephen McPartland,Con,07/01/2013,Corporate Tax Avoidance,15
2484131,"We need clarity in regard to the professional qualifications and competences that are expected, especially in the wholesale sector, and a code of conduct that is monitored and enforced effectively and applies not just to significant influences in the banking sector but to all bank employees.",Chris Leslie,Lab,11/03/2013,Financial Services (Banking Reform) Bill,15
2995833,"It generates £3.5 billion for the UK economy and provides more than 100,000 jobs.",Iain Wright,Lab,20/01/2014,Intellectual Property Bill [Lords],1
14296,"A robust, fair and transparent conduct regime is vital to maintain confidence in democracy, just as the Standards Board for England is vital to the conduct regime.",Ian Austin,Lab,30/06/2009,Standards Board for England,1
31475,"I imagine that he will be feeling some relief about that, given that in a few short years he has gone from lecturing his colleagues in Europe on how not to run an economy to teaching them how not to run an economy by example.",Nick Clegg,LibDem,29/03/2010,European Council,1
65275,"Unless and until the ECB deals with that problem and understands that the assets that it has taken supposedly to back the loans are worth far short of what it currently assumes, the banks will not lend, because they do not know to whom it is safe to lend.",Mark Reckless,Con,24/05/2011,Eurozone Financial Assistance,1
66862,"Does it believe that there should be a shift from corporation tax to personal income taxation, as has been the case in Switzerland, for example?",Ann McKechin,Lab,21/06/2011,Scotland Bill,1
92125,"I thought at the time that if the Governor of the Bank of England or the Monetary Policy Committee chose to be hawkish on interest rates when we had a recession on our hands, there could be a serious conflict between the Bank and Government.",Kelvin Hopkins,Lab,23/04/2012,Financial Services Bill,1
113461,"That is why messages of the kind that are coming from the Automotive Council are so important and why we should understand the contribution made to manufacturing by Britain's motor sport industry, many of whose companies are based in the west midlands.",Richard Burden,Lab,15/01/2013,Manufacturing (West Midlands),15
146603,"As a result, capital ratios are still too low; the proposal to raise them is wrongly being delayed until 2018-19 to fit in with Basel III; the use of offshoring and tax havens has hardly been reduced at all; lending to UK industry remains deplorably low; the shadow banking system has not been effectively tackled; and managerial oversight will not be enforced until the Tyrie commission proposal, which is a good one, to hold individual directors and executives to account by disqualification or a custodial sentence is implemented.",Michael Meacher,Lab,15/01/2014,Banking,15
1503116,"They are struggling: we know that the economy is flatlining, that the Government's attempts at growing the economy are failing and that there is a need for a plan B.",Chris Williamson,Lab,05/07/2011,Finance (No. 3) Bill,1
2286243,I have asked dozens of questions-perhaps hundreds-on mindfulness and often the response comes back that information is not collected centrally.,Chris Ruane,Lab,04/12/2012,Mindfulness-based Therapy,1
48406,"Sea lanes of communication are a critical component of the global economy, especially those in the north Atlantic that facilitate trade between the US and the UK.",Madeleine Moon,Lab,14/12/2010,North Atlantic Treaty [Oral Answers to Questions > Foreign and Commonwealth Office],19
146343,"The fundamental underpinning of that view is the need to grow our economy throughout the United Kingdom, and improved connectivity is a crucial part of achieving that.",Sheila Gilmore,Lab,14/01/2014,High Speed 2,10
1923376,"The Chancellor's decision today means that each of them will get a tax cut-not of £1,000, not of £5,000, not of £10,000, but of over £40,000-",Ed Miliband,Lab,21/03/2012,Amendment of the Law,1
2053454,"Although there have been many factors at play with grade inflation, there are three root causes among which there is interplay: the pressure on schools to deliver the results; the competitive land grab for volume market share on behalf of the competing exam boards; and a too malleable system that attempts to put everything on a single scale when everything does not necessarily fit together.",Damian Hinds,Con,26/06/2012,Secondary Education (GCSEs),6
2079597,"There is a pattern of activity to underscore that, because every statement from and move by the industry is a tacit admission of that fact.",Margaret Ritchie,SDLP,04/07/2012,Nuclear Power,8
35635,"Incidentally, the present Governor of the Bank of England went along with the economic stimulus-the same man now advising the Government to go down the road of wholesale cuts.",Jim Cunningham,Lab,29/06/2010,Local Government Financing,21
99309,"Of course I would like to see more; I would like a cash decrease in the budget and a remarkably small EU budget in general, but, given the difficult circumstances that the Government face, they have done extraordinarily well.",Jacob Rees-Mogg,Con,12/07/2012,Draft European Union Budget,1
160424,"Gentleman accept that if a similar rationale were employed in this Bill to that which was employed in Scotland, the borrowing limit would be nearer £1.3 billion in total-£130 million a year-reflecting the £1.3 billion capital budget in Wales, which, as I say for the fourth time, was the rationale that was employed in respect of the Scotland Act, not the ratio between the borrowing and the amount of devolved taxation, as has been post hoc used as a justification in this Bill?",Owen Smith,Lab,06/05/2014,Wales Bill,1
914169,"When I discussed those levels of payments with some of the constituents who got in touch with me expressing concern about their own interests, they showed equal disdain towards the levels of compensation that are paid, and they would recognise the absolute need for reform.",Alun Cairns,Con,07/09/2010,Superannuation Bill,20
1387456,"Whereas most businesses are keen to keep their costs down and avoid regulation, I have noticed that the moves to improve environmental code levels have come about only because politicians have challenged the development industry to meet these improvements.",Oliver Colvile,Con,10/05/2011,Energy Bill [Lords],8
1389247,"The Minister is being generous in giving way, which I appreciate.",Andrew Selous,Con,10/05/2011,Ultra Low-Carbon Emission Vehicles,7
1576433,"Ofgem calculates that one third of those who switch do not achieve a price reduction, although the vast majority switch in order to save money.",John Baron,Con,14/09/2011,Energy Bill [Lords],8
1755576,A recent British Chambers of Commerce skills survey showed that many employers were still not ready to engage with the programme.,Gordon Marsden,Lab,19/12/2011,Apprenticeships,5
1889026,"In the past couple of years, there have been major announcements of investments, particularly in the motor industry.",Jeremy Lefroy,Con,06/03/2012,Manufacturing and Engineering,15
2399704,The Chancellor used to boast about how good the Irish economy was.,Albert Owen,Lab,30/01/2013,Europe,1
2750737,"Given that the core purpose of the G20 is the global economy, will the Prime Minister confirm that the agenda for global free trade is of extreme and first importance at this time, and that he will work within the G20 to promote that agenda beyond 2016?",Nicholas Soames,Con,09/09/2013,G20,18
174507,"Furthermore, international stability and ensuring that sovereign territory is not violated by other sovereign states constitute a crucial principle of global order, and that in itself means that it is necessary to take sanctions against Russia following its action in Ukraine.",Matt Hancock,Con,05/11/2014,Rolls-Royce (Aerospace Group),19
247098,Friend's desire to ensure that the changes are delivered on budget and on time.,Phil Hope,Lab,12/05/2009,Maternity/Paediatric Services (Greater Manchester) [Oral Answers to Questions > Health],3
1294025,It is aware of the current economic situation and the constraints that it is working within over the next few years.,Jim Dobbin,Lab,15/03/2011,National Blood Service,5
32198,"Perhaps we should reflect on the fact that in 1979, Iraq had a similar GDP to Portugal; within a few years of Saddam taking power, its economy was in pieces.",Eric Joyce,Lab,07/04/2010,Iraq (Humanitarian Aid),19
18525,Is she aware of the estimate that some 700 companies nationally are being affected by these changes?,Shona McIsaac,Lab,19/01/2009,Port of Liverpool (Business Rates),15
290776,The provisional pilots are still developing their proposals and we will know more about their scope in due course.,Phil Hope,Lab,03/06/2009,Back Pain Treatment (Costs),3
825629,The Geddes committee was to become the most thorough and rigorous outside investigation of public expenditure ever conducted in Britain.,Mark Field,Con,24/06/2010,Budget Resolutions and Economic Situation,1
1532465,CDC investments in India will be in addition to the 50% of the programme funding that we expect to be spent on pro-poor private sector development over the next four years.,Andrew Mitchell,Con,14/07/2011,Future of CDC,19
2748423,"By passing the Bill, we can also make a big contribution to the UK economy over the next 30 years.",Sheryll Murray,Con,06/09/2013,Deep Sea Mining Bill,8
3539215,He will be aware that we work directly with the Pakistan tax revenue authority to ensure that tax that is due can be collected.,Justine Greening,Con,17/12/2014,Topical Questions [Oral Answers to Questions > International Development],19
84881,"We are simply applying that same principle to ESA for people who are deemed to have the potential, in due course, to return to work.",Chris Grayling,Con,01/02/2012,Welfare Reform Bill,13
315037,The matter is absolutely crucial to the future economy of areas such as that which I represent.,David Heath,LibDem,15/06/2009,Rural Communities (Recession),14
140850,"We have increased substantially the number of people entering drug treatment, and the proportion of those who are receiving treatment that is having a long-term, positive impact in tackling their addiction continues to rise year on year.",Ben Bradshaw,Lab,16/03/2009,Dr. Adrian Garfoot,3
178804,"”- That is the argument that we have been making, and the Chancellor did not take the opportunity that he was given to agree with it.",George Osborne,Con,31/03/2009,The Economy,15
350365,"As he knows, I have tabled a couple of amendments, because I am concerned to ensure that parliamentarians have the right of natural justice in how investigations are conducted, and indeed the right of appeal.",Andrew Dismore,Lab,29/06/2009,Parliamentary Standards Bill,21
365844,"I was extremely sorry to hear about the recent deaths in Aberdeenshire of Alexander Milne, aged 12, and Robyn Oldham, aged 15, to which the right hon.",Sadiq Khan,Lab,02/07/2009,School Bus Safety,10
506067,"The Scottish Government have unprecedented flexibility, not matched in any other Department in Whitehall or other part of the UK Government, and £1 billion that would help to make the Forth road bridge a reality.",Jim Murphy,Lab,25/11/2009,Scotland's Future in the UK,10
1269198,"It is not just the Conservatives who are committed to social justice, although we are peculiarly committed to it.",John Hayes,Con,04/03/2011,Further and Higher Education (Access) Bill,2
2127828,Given the party the right hon.,Eric Pickles,Con,06/09/2012,Housing and Planning,14
2326878,"Where we have specific concerns about a Government's failure to protect their citizens' rights, we raise those concerns directly at the highest levels of the Government concerned.",Lynne Featherstone,LibDem,19/12/2012,HIV (Developing Countries),19
2632417,"On the transition, for people who currently decide to put off retirement and earn a greater state pension-I am not sure whether every 10 weeks equals 1% or whether the rules have changed, but it is something like that; my impression is that it is a reasonable deal and a good thing to take advantage of, particularly for women with higher average life expectancy.",Mark Reckless,Con,17/06/2013,Pensions Bill,13
2811973,"One thing that we have done is ensure that people do not earn such rights until they have worked for a business for two years, and I think that that is the right approach.",David Cameron,Con,23/10/2013,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],13
9353,"Friend the Minister made earlier, she continued:“Subsequent to that, UKBA is required under the immigration rules to consider all the relevant factors of an individual's circumstances to see whether the person should be allowed to stay in the United Kingdom.",George Howarth,Lab,29/04/2009,Gurkha Settlement Rights,2
19341,"Is there not a danger of this culture continuing when, as the Home Affairs Select Committee learned last week, the points-based system overrides the discretion of individual immigration officers even when they entertain the gravest of doubts about people seeking to enter the United Kingdom.",James Clappison,Con,09/11/2009,FOI Request (Immigration),2
36963,"Lady is not trying to run away from this debate, because she has been writing to colleagues in Scotland and including in her letters the immortal sentence, “The increase in VAT did not feature in any of my election publicity.” She would have to accept therefore that the impression given by both the Deputy Prime Minister and the Chancellor in the words that I have just read out would conjure up in the minds of voters the idea that there was no plan for a hike in VAT. The point that I am making this afternoon is that because that illusion was created, rightly or wrongly, by the Conservative and Liberal Democrat parties, the public did not get a chance to think about the kind of protections that would be needed.",Liam Byrne,Lab,13/07/2010,Finance Bill,20
58079,"The Home Secretary has spoken firmly on the issue of violence against women and girls, saying that our“ambition is nothing less than ending all forms of violence against women and girls.”- I also congratulate the Mayor of London on what he has done to quadruple the number of rape crisis centres in London.",Mary Macleod,Con,10/03/2011,UN Women,12
65504,The United Kingdom remains in close contact with the Iraqi Government on this issue and is committed to doing all that it can to protect the rights and freedoms of all minorities in Iraq.,Jeremy Browne,LibDem,24/05/2011,Treatment of Christians,2
97388,"What has immigration done for London, as Monty Python would say?",Pete Wishart,SNP,04/07/2012,UK Border Agency,2
131149,She also had the opportunity to indicate whether the Opposition believe it right that we give greater safeguards and protections to British citizens in the operation of the European arrest warrant.,Theresa May,Con,09/07/2013,Treaty on the Functioning of the EU,12
501928,"Following concerns raised about the generic substitution of epilepsy medicine, what decisions has the Secretary of State made on whether such medicines should be excluded from the pharmaceutical price regulation scheme?",James Duddridge,Con,24/11/2009,Topical Questions [Oral Answers to Questions > Health],3
2697712,I hope that the new clinical commissioning groups will consider carefully the need for individual prescribing for optimal treatment plans and avoid the rigid 28-day limit.,Bob Russell,LibDem,10/07/2013,Prescription Charges (Long-term Conditions),3
33513,"In my constituency of Stourbridge, we were extremely concerned when the results of a freedom of information request on the NHS in the west midlands revealed plans for significant cuts to doctors, nurses and beds in our area.",Margot James,Con,08/06/2010,Economic Affairs and Work and Pensions,2
102454,"The administrative process is similar to the way in which individuals enter bankruptcy in Scotland, and in some other jurisdictions throughout the globe.",Jo Swinson,LibDem,16/10/2012,Enterprise and Regulatory Reform Bill,15
160544,The opportunity to make a choice is not available to patients in Wales-very different from the situation that applies to patients in England.,Guto Bebb,Con,06/05/2014,Wales Bill,3
80355,"Given that those proposals would have changed 25 years of the single market, why did he make them in the final hours of the summit?",Ed Miliband,Lab,12/12/2011,EU Council,18
111131,"Friend said that we had“agreed a new voting system that means that the eurozone cannot impose rules on the countries outside the euro area, such as Britain, without our agreement.”Will he confirm that, in saying that, he did not mean that the treaty had been rewritten, or that the single market article was now subject to a different voting system, so that anything agreed by the banking union could still be put forward by the Commission as a single market proposal to be forced through on a single qualified majority vote?",Bernard Jenkin,Con,17/12/2012,European Council,19
