pair_id	text1_id	text2_id	text1	text2	label	metadata__intercoder	metadata__comparison	metadata__intensity1	metadata__intensity1_num	metadata__intensity2	metadata__intensity2_num
9debf75803177e4a9aa0f996f4ee5345	1f097040768a24a9f08545dfd6925a48	da8e13a64b0eb7356638657b64bdf18b	While I welcome my right hon  Friend's recognition of the important opportunities that new technological developments open up for disabled people, what plans does he have - in consultation with his colleagues at the Departments of Employment and for Education - to improve the availability of expert advice and counselling for individual disabled people, so that a judgment can be made about what technology would be of most help to them personally, and the availability of expert  purchasing to ensure that the money goes further and more disabled people can enjoy the benefits of new technology?	Late diagnosis makes for poor one-year figures, and when those figures are broken down by CCG, we will know which ones are failing to do more to raise their game on early diagnosis.	text1	FALSE	1	4	4	2	2
a08a054d0955645abeac1ba6c4bbd4c6	3f059e80cec82848f53797309e2dfe16	48ad1ffe6f7a8c8fd34b568c1a3acfd1	It might not be one that we like, but if it has resilience and fulfils our other requirements of giving them security, allowing girls to go to school, letting the Afghans say, ""We can be part of the international community in a proper way,"" giving us confidence that we have security and contributing to the broader geographical solution that is required in the area, it will be what we have to accept.	It was my right hon  Friend  the Member for Skipton and Ripon    who touched on the fundamental issue, although it has not been fully articulated for reasons that I well understand: it is the anomaly that has existed since the Select Committee system was set up in its present form more than 20 years ago and attempted, valiantly, to replicate the congressional system in this country while rather conveniently ignoring the fact that a legislature that gives birth to and sustains the Executive also attempts to hold that Executive to account.	text2	FALSE	-1	3	3	NA	NA
a17abb46ef534960195d986a370fc99c	64a21c1961a95c6928eba9a443197d7b	a45d3fbe6f3d905bbb877b69ecfa6e85	I will make just a few key points, as many Members wish to speak.	In a welcome move, the Secretary of State set up the coal forum to inform future policy on the contribution that UK coal could make to a balanced energy policy, but he does not appear to have taken up its suggestion on a statement of need in relation to the role of UK-produced coal in the future.	text2	FALSE	-1	1	1	3	3
a1fa40ef673e763dfc3e5f08fd60658e	c4f78bc96d1235e32ea8cbcee03531df	d56601c33e2065fa5b1b5d57ef93b84f	The planet Opposition spokesperson has not seen or understood the impact of all the investment that we have made in skills over the past 10 years.	The whole aspect of social tariffs and support for consumers brings home how far away we are from achieving the fuel poverty targets set out by the Government, with the legally binding commitments that by 2010 all vulnerable households would be taken out of fuel poverty and that by  22 November 2016  every household in the country would be out of fuel poverty.	text2	FALSE	-1	1	1	3	3
a28d090ea936b2bef780110b4e10973a	73175bb363ac79f18c41b207b19b6511	d93a06404bea6efb62b510f8753a51e3	I stood here last night, and I saw the Opposition Whip standing by the Door.	Does the hon  Gentleman agree that the Government's introduction into the Bill of clause 7, which allows cross co-operation between the Commission for Health Improvement and the NCSC, averts some of the more bizarre possible outcomes while doing nothing to address the fundamental issue?	text2	FALSE	-1	1	1	3	3
a325346a004474655d729aa7b115fe20	149cbcc2b725996fac854ad8483685ca	30fbcb53b905d8e10e89a3280d15c6d2	If that is correct, I assume that that symbol would provide exactly the same protection under international law as the red crescent.	This is not devolution to the rail authorities or to the people, it is devolution  to the shareholders; it is further fragmentation and privatisation of the railway, failed operators now being handed the tracks as well as the trains, and nothing to address the electrification upgrade.	text2	FALSE	-1	1	1	3	3
a343c628a520319d8788c36ddccb71fe	d6ca372aad83ee34541a05083cc9a983	465fb855fc5f3d394c00835120086411	I shall be brief as many of the points that I intended to make have been adequately covered by hon  Members on both sides.	As the Home Office's own figures show that, in a service with a large number of mentally disordered offenders, only 21 of 197 doctors are members of the Royal College of Psychiatrists, and only 34 per cent. of health care managers are registered nurses, will she assure the House that the working party will consider, as a matter of urgency, the need to recruit more qualified staff into the prison medical service, and to provide an adequate career path to retain them in that service?	text2	FALSE	-1	1	1	NA	NA
a3bc5b6f562d36b8d289a739c73a3e6f	2c48002db9a58f0696a9567374d153a0	995262bb82362a17faab70f120ba5fb8	My hon  Friend has done an amazing job of making the case for why he should be on the Bill Committee once the Bill has got - as I hope it will - its Second Reading.	May I welcome to the Front Bench the new Ministers with whom we hope to do good business in the months ahead?	same	FALSE	0	3	3	3	3
a4fd894e6956ea8da20d7970880c1f8b	f3e0dec1ee8b1144be07fe4cd324ce22	8ea765bea5922eac56e81daacc617e18	My share of the vote went up by 50%, to 60%.	Under the original rules, local authorities in areas of outstanding natural beauty were allowed to include a covenant limiting the freedom of the tenant to sell on property that they purchased to people living or working in the area, so creating a second tier to the housing market in those areas that allows more affordable house sales and helps to ensure local people have the opportunity to get on to the property ladder at an affordable price in the area in which they  have strong local connections.	text2	FALSE	-1	1	1	NA	NA
a6d0716d2490b05c2c1a289c9322b30d	1e3dfc95e0594e7a6c9ee3c08bc809fd	5c2e388b54c1995a102559ff3b74f78e	We already work with partners across Europe to deliver concrete changes that benefit this country and every EU member state, including the first ever cut in the EU's seven-year budget, which protects the British rebate; agreement on a single European patent after 23 years of negotiation, which safeguards the intellectual  property of innovative British businesses; keeping the UK out of any eurozone bail-out facility, which safeguards British interests; and abolishing the obscene policy of discarding caught fish, which is a key element of wholesale reform of the common fisheries policy.	I have a funny feeling that we will hear from him again once or twice as the debates continue.	text1	FALSE	1	5	5	1	1
aae0083bd17734f2e062de1d6386e582	4cf31761b03ce0a700cb026983b83b15	04e1c698aeab6bc7ea417cbc4489e692	If those safeguards had been put in place, we would have supported the Government and not sought to vote against the new clause.	I want now to share my concerns about, and view of, new clause 16.	text1	FALSE	1	1	1	1	1
af6df79f8f17b4ebe8506081d1182a39	c10e7a0346a6c96d1256c97be5753d11	0522bbce01eb7f47119b14717d9fc137	I believe that Forward and similar groups are especially well placed to do that work.	After  11 September  many of us had real disagreements about the tactics of pursuing this war, but a number of us did not disagree about whether we should pursue Osama bin Laden or whether we should pursue and seek to dismantle the al-Qaeda network; we disagreed about the tactics and the prospects of success involved in taking such action by conventional military means.	text2	TRUE	-1	1	1	NA	NA
b14393445bf6bb1b791a3c57f5f9436a	8b9f2e04755be844ad14d9dc4800d49b	b452468221085ad31cfd068ca7fabbb5	I have gone to visit the group a number of times and have heard their stories.	Faced with those three problems, it is no wonder that the families feel angry, frustrated and a deep sense of injustice.	text2	FALSE	-1	2	2	5	5
b2f6d636db8e80cf07408be9d209649f	7e943a06d3dea5babf04b9ee4a8976bc	eaa175c687d9122b16fe7c310acae959	The Government should also appoint a dedicated ambassador to champion protection of civilians on the global stage, to better utilise the UK's position as chair of the informal expert group on protection of civilians and to work with the broadest possible range of states and relevant actors, as well as increase our influence in the UN, including through increased support and involvement with peacekeeping operations, UN missions and relevant UN agencies, such as the United Nations High Commissioner for Refugees and the Office for the Coordination of Humanitarian Affairs.	The House of Commons Library has been frequently quoted by hon  Members on both sides of the House to justify their position, so I would guide people to the Library's estimate that if the UK were to join the EFTA-EEA arrangement, the contributions to the EU would be 25% less than any contribution that we make now or would make during any transition period.	text1	FALSE	1	NA	NA	NA	NA
b4286dc18e599f532c74d45ca381b6bb	c38758d4b2ac236968b562bae1c0a1a6	401937247e3d175488b2ed1e1add58a5	As the hon  Member for Dewsbury said, NICE is very clear about what CCGs should do to improve treatment for diabetic patients.	I appreciate that we are very close to the Budget statement and there is a lot of pressure on the Chancellor's time, but the UK's global leadership, of which the Government are proud, will be enhanced if a senior figure from the Treasury team can join international development colleagues at the summit and show the global leadership that is needed.	text2	FALSE	-1	1	1	NA	NA
b4c09a51a7bdc63860e36d1d17913e6f	50142ac2307581fe805c0a7507c79c0c	f18ba1dd01f4d77683811146f7ce311d	Examining the environmental implications of any policy or draft legislation would undoubtedly ensure a higher priority for the environment.	In view of the fact that the most serious of all European events at present is taking place in the Balkans and that we have never had a full day's debate in Government time devoted exclusively - I choose my words carefully - to the war in the Balkans, may I ask my right hon  Friend to think again and provide a day next week, or at least firmly promise a day the week after?	text2	FALSE	-1	NA	NA	NA	NA
b680c334f7619d5af3097899032c4c5c	4b444b22beac68d99c0870a378374a8a	af9340507039473b6a1d188c6a0afe7b	I could vote for it, were it not for the fact that it has been done in such a mean, nasty and Gradgrind way by the Government.	Such an argument fails to take account of the unique model of governance that is being created for London, and ignores the existence of the mayor's strong strategic role.	same	FALSE	0	2	2	2	2
b6b94ff6feae2b9db748d91591455a3d	cf41d59471ea2c983123eb4a9c2cc9e9	76d2c0f0936c579b374f15f58a8816d4	By the time such cases are dealt with, it will in many ways be too late for the children concerned.	We have much more to do to catch bowel cancer early and achieve better figures, which is why the Government accepted the recommendation of the UK National Screening Committee, which provides the Government with independent, internationally regarded evidence relating to screening, that FIT should replace the current home test.	text2	TRUE	-1	1	1	3	3
b9b1c6f6a6478f4a673af4168c879c15	6e691c720f0d870aa3be225bdffab4c4	d5db8760b0ab9ed23d65ff34cfaff5f6	As I have said, this problem dates back 20 years to privatisation, and I am very pleased that the Government commissioned a report on water charges, conducted and published by Anna Walker.	The business for next week is as follows:  Monday  18 February  - A motion to approve a statutory instrument relating to the draft Armed Forces Act   Order 2019, followed by a motion to approve a statutory instrument relating to the draft Public Record, Disclosure of Information and Co-Operation       Regulations 2019, followed by a motion to approve a statutory instrument relating to the draft Money Market Funds     Regulations 2019, followed by a motion to approve a statutory instrument relating to the draft Cross-Border Mediation     Regulations 2019, followed by a general debate on serious violence.	text2	FALSE	-1	2	2	5	5
bb22ffdc8f4a56f0981da1ca25e4c465	f10ce91f711dc4bfbafd5a03629b9085	a39692c2ddc02df30fe16020196e9caa	It would also offer Members who do not support the bond and want to scrap the scheme an opportunity to explain whether it would be scrapped only for children at a future date, thus meaning that only a handful of children would benefit from it for only a small number of years, or whether they intend to take back from children's piggybanks the bonds that have already been given - snatching money back from children to pay for the expensive introduction of a unneeded local income tax.	Surely that will come through when they look at their costs at the end of the year.	text1	FALSE	1	4	4	1	1
bc98ab8abca35aea325a48f1687ae40b	30162f47bc660407c30e9aa48e46fa2a	1fd8d9035c6446e1980913c37ce7c916	The Secretary of State had suggested to the district Members of Parliament that he would judge any merger proposal on the basis of improvement in clinical care; yet we know that the basis of the merger document about which we are now being consulted was financial and administrative rather than clinical.	The directives are important for two reasons, the first of which is specific to the directives themselves, and the second relates to the general burden of regulation.	text1	FALSE	1	3	3	NA	NA
c04ea901c8edf02c807648fa60fb7598	ceb46f0ed1c7bafb9f70385240693dc8	180a20fd05271816fc206f97c5126b49	The European Scrutiny Committee recommended holding this debate for the following reasons: the victims' package marks a significant changing up of gear in the EU's policy on victims; the resource and administrative implications for the UK will be substantial, especially with regard to the regulation, as can be seen from pages 27 to 31 of the relevant report; and, as my hon  Friend the Member for Hove said, the rights of victims in the UK are currently a matter of concern and, at times, controversy.	There is a golden opportunity to change that, but the Minister said at the outset that after all is done and dusted and all these changes have been implemented they hope to have 6 million people - perhaps a different 6 million - still off the register.	text1	TRUE	1	4	4	NA	NA
c147ed1c3b971213b88f1350a654a3b1	2059dfcf61b72886ea4f46af2046996d	bc18117cc74b74a9dbd43d8f42c34c62	The Resolution Foundation is scathing in its view of the policy, with the think-tank arguing that universal credit has serious design flaws and has veered off track.	The White Paper states that  ""even without new build the nuclear fuel cycle, power generation and environmental restoration sectors are likely to need around 19,000 graduates and skilled trades people""  However, a parliamentary answer in the  Official Report  of the other place records that  ""no universities currently offer undergraduate courses specifically in nuclear science and engineering."" -    There are consequences to ducking the hard decisions today and coming back in another generation, as the Secretary of State for Environment, Food and Rural Affairs says we should do.	text2	TRUE	-1	2	2	4	4
c4d57ed1395e28c94793429f02e643a9	fc17d15881845f2e0770f0c93625298f	0d3b34fcdea460ca2fa7f5f28707fee0	That is what we stand for and that is what this House stands for.	That is more than can be said for the Government, as is clear from the inconsistencies in the way in which they are operating.	text2	FALSE	-1	1	1	2	2
c82aca2de8c49bb7f2cce8c9a6a8ea88	0de8ae1b28d8015e56d7d078023641b1	e04f9f0984ee1f9d1ec4d14317189049	I have raised the matter several times during business questions, as have hon  Members on both sides of the House.	On Monday this week, another south Birmingham MP and I met South Birmingham primary care trust to talk about the situation in south Birmingham.	text2	FALSE	-1	NA	NA	NA	NA
cb6e20611be797e73dfcc6035c004e48	7f8653c483acc9ba3ed6c1c88e5de579	95c23cfd73664be91cd75136f581b356	It is of a modern design and even in 200 years' time, if it is still standing, it will not be listed by a future Labour Government -     Indeed, we might have been in office continually for 200 years by then, and we should have been able to make the changes that we wanted.	It does not deal with ways to make it easier for employers to cut national insurance contributions correctly, with the definition of pay for tax and national insurance purposes and the differences of approach between the two taxes, with the assessment of national insurance contributions for UK employees seconded abroad and the guidance offered by the Revenue for people in those circumstances, or with the assessment of national insurance contributions on payment of vouchers made by third parties.	text2	FALSE	-1	2	2	5	5
d3ab77f631a768fe6a6f966bf355fc50	cfb4b06616d0740ee1c94aa3877de353	63fc5653c8dcffec6daefcaee48585c0	I said, ""I'm sorry, Tony, you can't have mine.""	Of course, that will be challenging, but this is an opportunity for a fresh start.	same	FALSE	0	1	1	1	1
d64eed85437422c32cdd6077d0d3accc	c106c73be04ee4776a56f3d6e5ce618f	07171bd67f45960e4c6a29d4af5a29cb	There is much more to be done about that as well, but I am very pleased with all the amendments.	The problems are different from day to day, as people have good days and bad days.	same	FALSE	0	1	1	1	1
d751defdb85ecad1389a6388679292cf	7fa786e0b6c612c9978247be23a6ae42	4361ad7da155487937929e40edc8d819	It is also implementing a wide range of measures to improve communications with patients and prevent delays for patients awaiting admission.	Actually, until today I had been wanting to hurry on the process of the Green Paper, but having achieved this Westminster Hall debate, which I had been seeking for some time, I am glad that we have not had the Green Paper yet, because I am hoping that everything I am suggesting and the other suggestions made today will be included in it.	text2	FALSE	-1	1	1	NA	NA
d85132d9ea977eb46b15e990afa380d2	24a781d7f8df5690705607d93bb45f6c	3f39aa317d322c632ed0c6904f357143	I could not get broadband speeds for the past seven years in my area, but we were connected just last week because the housing company that built my house did not allow it to be cabled.	So there are concerns about the way in which the process works at the moment.	text1	FALSE	1	2	2	1	1
da47c5497d0625b68594072d38306b24	6174fcd3ccf2b04956ed0146644b4b9f	0a85321de613eeb742f2f5ae5f1b3b65	Given that those of us who were against the setting up of the coalition in the first place always knew that the Lib Dems were devious and untrustworthy, and given that the vote on the Affordable Homes Bill shows that the coalition Government have come to an end and that we will clearly have a free-for-all for the rest of the Parliament, has the Leader of the House given any indication that he wishes to make a statement to the House to say that the coalition has officially come to an end?	That is what we must do: take stock of what we have, discard what does not work and build on what does.	text1	TRUE	1	NA	NA	NA	NA
de5f924ae8aabe64bb1e922168eadd60	36d819a5bfb668790f5593ddc7673071	960ff38d21fb3485a3df2f525e4d7082	I thought that MENCAP put the matter very well in its contribution to the all-party disablement group's Second Reading briefing, when it said:  There are men, women and children who have hitherto been awarded protection from discrimination in theory but who have been left without a supporting mechanism for redress of grievances in practice. y I agree with that statement.	He should not have had to do that, but he had to; he had to pull it all together.	text1	FALSE	1	3	3	2	2
df3360c89d8d7768c3551831d66c765b	79548b548b024131899e24363458f46f	7db0ddb8158b8baa53c3274220be6eb5	The task of the secretariat is to help the presidency in administering and co-ordinating the work of the Council of Ministers in all its functions.	It states that  ""there is a very short-term focus on solving the financial problems of today  There is no financial strategy to deliver a sustainable position for the Council  The Council has a poor record of delivering its approved budget  Key decisions are not always taken in the understanding of the financial implications, risks and options  Financial information is not presented clearly and transparently  Decisions taken by the Cabinet need greater transparency  Some portfolio holders readily accept the information they are given without systematic and robust challenge.""	text2	FALSE	-1	1	1	NA	NA
e094752b92f1225a9af550bf8ad1a2f3	ad956df4703967a08ccc4fc32bea3375	90cef95b293570c729472b3e962a66a6	The Liberal Democrats have offered no commitment to support the Government's work on establishing a general teaching council, nor have they praised the Government's requirement that local education authorities prepare education development plans for schools and their local partners.	The people who run the ATMs then say to themselves, ""Why should we bother putting an ATM there at all if it's going to be broken or stolen from?""	text1	FALSE	1	NA	NA	NA	NA
e862665e66037271e8b462cee67853fe	1f0629cca2c6317fe21b65128208aded	efe50fc4749cb59188a6c52856b9828d	This centenary has also given us the opportunity to remember those who contributed on the home front during the war, not just because of the significance of their service, but because this is an important part of the story of how our country changed: the war led to more women in work than ever before; they took on roles that had previously been the preserve only of men; and with an estimated 2 million women entering the workforce, they joined countless individual heroines, such as nurse Edith Cavell and Doctor Elsie Inglis.	Although I was almost persuaded by my hon  Friend the Member for Stoke-on-Trent, Central  , who offered an extremely good analysis of why, in the latter half of the 20th century, we must conclude that legitimacy is normally derived from the ballot box, I take the view that, to preserve the independence of the second Chamber and to ensure that it effectively fulfils its revising and scrutiny roles, it is necessary for it to consist of a wide range of people who reflect different experiences.	same	FALSE	0	NA	NA	NA	NA
ee12fa815a36667753fa4fd0969bce94	4ecb4e7763e1411d317f26c76b51564e	d066fa824a8aa6512d8ce47de9e20104	Not only does that have a direct impact on businesses, but the cost is passed on to consumers and individuals in society; it is reflected in the price of goods and in higher insurance premiums.	While there are some instances - for example, motor and employers liability insurance - where there are overwhelming reasons for a compulsory regime, I do not believe that the same considerations apply in this case.	same	FALSE	0	2	2	2	2
eecf801a05387862041e20f2bbbd6810	141f232d92e9f9bea4e85b161d3e1e4b	ec108a7ce859d483abc9d5c06dd676e6	If a meeting needs to be arranged between Members of the House of Commons representing their constituents - I believe that one is a constituent of the Foreign Secretary himself - I am happy to arrange that.	In the light of the clear evidence that Lord Tebbit publicly encourages terrorism, which emerged yesterday when he spoke on television advising loyalist paramilitaries in Belfast that if they wanted to achieve their objectives they should bomb Dublin, and when last evening those same paramilitaries bombed the homes of my hon  Friend the Member for Belfast, West   and two leading members of our party, will the Prime Minister now ask the Home Secretary to implement Government policy, issue an exclusion order against Lord Tebbit and send him to Northern Ireland?	text2	TRUE	-1	NA	NA	4	4
f19fe9cfa03b5f08b57ee185459e2db4	5f36e578da44ea2ac28e5c2843ce0e0b	28a57652194d728b88251451b36220e5	I do not know whether the hon  Lady has been following the debate in the House of Lords, but having listened to organisations the Government clearly indicated they would respond to the issue of registration  thresholds, which was of concern to smaller organisations and charities, and there might be other things, too, such as a review of the Bill after implementation and measures we could take to assist organisations worried about the reporting requirements.	By promising no extension of partial selection and producing a code of practice under clause 76, we shall ensure that the continuing of partial selection does not cause difficulty for local children.	text1	TRUE	1	4	4	NA	NA
f531ddd19c95dbee7664e63f8a372fd0	8696d4044b71c8c46b897360556e17d2	e4aec3b1b1b26eebe26d277ded763213	In determining that period of 40 days no account is to be taken of any time during which Parliament is dissolved or prorogued or during which both Houses are adjourned for more than 4 days.    1f rules cease to have effect in accordance with sub-paragraph   -     that does not affect anything done in previous reliance on the rules, and    sub-paragraph   applies again as if the rules had not been made.	The then Public Administration Committee, chaired, as the Public Administration and Constitutional Affairs Committee is now, by my hon  Friend  the Member for Harwich and North Essex   , said in written evidence to the House of Commons Governance Committee, which held the last review of House of Commons governance in 2014:  ""Any structural or organisational change should only be considered as a consequence of a full understanding of the underlying causes of difficulty or failure.	text2	FALSE	-1	3	3	4	4
f97d913d76b22be1c4152e4d98ad7c42	f9c9c6a654bf9599b986a753218c42ae	24e10d61a89a147fc7e243151d901ece	The constable may - I note the permissive word ""may"" -   give such assistance as an authorised officer may request for the purpose of facilitating the exercise of any power under this section;  furthermore, the constable may  search or cause to be searched any person on the premises who the constable has reasonable cause to believe may have in his possession any document or other thing -   that is, additional protocol information.	The key elements of the proposal are the introduction of a phased ban on the discarding of commercial fish; decentralisation of decision-making, away from micro-management in Brussels; a longer-term approach focused on the introduction of multi-annual plans that deliver maximum sustainable yield by 2015; integration of fisheries management with other marine policies; market measures allocating transferable fishing concessions; improvements in the sustainability and transparency of fisheries agreements with developing countries under the CFP's external dimension; and commitments to improve scientific knowledge and encourage the development of sustainable aquaculture.	text2	TRUE	-1	4	4	5	5
fa3b9e94e8d0896340c0c962a63e9aed	bc64a3733ae45f40f13ba9e29e2c2dcc	21255c0b261cdc0ad2325d92a26bb218	What efforts is the Secretary of State making to ensure that help provided by this country with the intention of assisting the people of Gaza is not diverted by Hamas or any other group to attack Israel?	Paula Dixon, head of Upton-by-Chester High School, which is rated good with an outstanding sixth form, told parents:  ""If the outcome of the NFF is to financially disadvantage schools like ours we will have little option but to further erode the breadth of our curriculum offer to our students at both Key Stage 4 and Key Stage 5 levels and increase our class sizes in order  to generate sufficient staff savings to achieve the level required, as our non-teacher staffing expenditure has been cut to the bone already.""	text2	FALSE	-1	2	2	4	4
fc9680e76ba49a041d6465409d9efedf	528f0caa4e8ded60941699f07721bf0d	5ab957cf8d5e6983df8d185074b1b271	The Home Office will not know about those people if it does not understand why and how these mistakes were made.	Once again, the Minister was rather coy about the Upholder class submarines about which the hon  Member for Gosport   asked him a telling question.	same	FALSE	0	2	2	2	2
fe8ae8d9a55913f731e10020a2485123	993fbc0941676d69584e1821423007fe	1ac1cdf2118623d79c0b3506f2a1ba94	I thank my hon  Friend  the Member for Pontypridd    for securing the debate and for his eloquent speech.	The commission has set out clear steps for the Bahraini Government to take, including the establishment of an independent national committee to oversee implementation of its recommendations, an independent committee to hold to account those who broke the law, an independent  investigation into deaths caused by the security forces and into allegations of torture and abuse, a permanent new anti-torture organisation that would also oversee human rights training for security forces, the recruitment of Shi'as into the security forces and pardon or acquittal of all those convicted of crimes relating to freedom of expression.	text2	FALSE	-1	1	1	4	4
