text_id,text,party,cap_topic,cluster,membership_strength,display_x,display_y
113866,"They take the ESA50-the form people complete when making an ESA claim-any further medical evidence produced by a GP, consultant or health practitioner with whom the claimant is working, and the Atos assessment, but they look at all that evidence.",Con,3,-1,0.0,9.697587,-5.4160857
127022,Will she ensure that it works closely with Public Health England to develop it?,Lab,3,7,1.0,11.020757,-4.8881702
129141,"These people live in England, but they are being denied access to hospital services in England.",Con,3,7,1.0,10.821862,-4.55128
131809,Seven years ago the Health Committee produced a report on NHS charges that concluded:“The system of health charges in England is a mess.”It still is.,LibDem,3,7,0.9131368360356237,11.108374,-4.355088
131982,"I am therefore asking NHS England, working with local NHS organisations, to address the outstanding concerns raised by Cumbria health scrutiny committee.",Con,3,7,1.0,10.63051,-4.496465
132132,This is all good work that will continue through Public Health England.,Con,3,7,1.0,10.907809,-4.7326393
134630,I welcome the extra money for Ealing Hospital NHS Trust and North West London Hospitals NHS Trust.,Con,3,7,1.0,10.521923,-4.54948
134919,"Some of the projects being carried out by this team include the largest pre-clinical TB vaccine evaluation in Europe, and supporting the US human health services with vaccine development.",Con,3,7,1.0,10.945732,-5.1235175
136425,"Some remote areas of Wales, in particular, could learn from best practice in the NHS about how we are using, to good effect, specialist mental health teams for veterans.",Con,3,7,1.0,10.7778015,-4.445649
138937,"The London NHS Diagnostic Service, provided by InHealth, offers GPs and other health care professionals direct access to high-quality diagnostic and imaging scans and tests throughout London delivered from a range of sites, including mobile, fixed and community-based facilities.",Con,3,7,1.0,10.651806,-4.6029563
140521,"On the regulation of health care assistants, every health care assistant will have to have a care certificate.",Con,3,7,0.8660196669798429,10.707351,-4.840054
149787,"The list is too long to name every person and organisation, but it includes Cancer Research UK, Action on Smoking and Health, the British Medical Association, the British Heart Foundation and Fresh, our own campaigning organisation that has done so much in north-east England.",Lab,3,7,0.8880108175470319,10.885175,-4.7842546
150948,"Regarding the all-party group's specific concern about NHS England's duty to promote research, NHS England recently carried out an open consultation on a draft research and development strategy to deliver its statutory responsibilities and the NHS mandate duties.",Con,3,7,1.0,10.553495,-4.4713974
151230,NHS England is currently gathering information about access to and waiting times for mental health services.,LibDem,3,7,0.9903129867459536,10.710594,-4.5302315
151896,"They are in line with the Government's information strategy for health and care in England, “The power of information: Putting all of us in control of the health and care information we need”, which was published in 2012.",Con,3,7,0.771133067180809,10.76592,-4.5527606
160466,"Has he carried out in-depth research on the situation in England, where there are issues with different health boards not being able to fund certain operations and services?",Lab,3,7,0.9445875724591882,10.92157,-4.6879797
161750,"He said, “I bet you're not going to mention Europe when you get into that debate, because a lot of our health and safety legislation has come from Europe and we should be out of Europe so that we can get rid of all this health and safety legislation.” When I looked at his profile on Twitter, I found out that he had recently joined UKIP-so he is in the right place, at least.",Lab,3,9,0.8064073447550233,10.514137,0.26309276
164978,"Since October 2010, the cancer drugs fund has helped more than 50,000 cancer patients in England and cetuximab is available through the fund for the first-line treatment of advanced head and neck cancer when certain clinical criteria are met.",Con,3,7,0.8971687359385783,11.023653,-5.025828
168398,"The Health Committee has visited Scandinavia, and in Denmark and Sweden I was shown slides from Brixham community hospital.",Con,3,7,1.0,10.675103,-4.5686407
169914,I will be happy to talk to Sport England and the Department of Health about how to measure some of the recreational activities in the Active People survey.,Con,21,16,0.7034189922138308,8.903128,-2.8309107
172088,"The local paper in my constituency, the Ilford Recorder, today reports that the Barking, Havering and Redbridge hospital trust has recruited nurses from Portugal to fill the gap in our local NHS and to end our reliance on agency staff.",Lab,3,7,1.0,10.533906,-4.654706
175511,"Importantly, the chief medical officer and Public Health England have confirmed that the risk to public health is very low.",Con,3,7,1.0,10.988793,-4.781273
176995,"In addition, Public Health England is funding the biggest randomised control trial in the world and extending the NHS breast screening programme to women in the 47 to 49 age group and the 71 to 73 age group.",Con,3,7,0.9498997578288922,11.054237,-4.8891273
116816,The Department of Health suicide prevention strategy in England recognises the need to continue to support the internet industry to remove content that encourages suicide and to provide ready access to suicide prevention services.,DUP,3,11,0.8966384838565445,9.910784,-2.826412
153573,"I am sure she would recall that we recently had a Health Committee session on this issue-in fact, the Minister was present-and certain assurances were given, not by the Minister but by one of his officials, that companies outside the United Kingdom would not have access to such data.",Lab,3,7,0.9950454715084589,10.889993,-4.7673926
844494,"Among those 5 million adults, there is real diversity with respect to the amount of care they provide, how long they provide it for, and when they provide it during their lives.",LibDem,3,7,0.8205635416408511,11.010186,-3.9401562
56937,"Friend the Member for Redditch is concerned also about the current shortage of full-time health care professionals, which is due in part to restrictions on recruitment from outside the European Union.",Con,3,7,1.0,10.790483,-4.6757
3069826,Will the Minister indicate when a clear strategy for the commissioning of tier 4 mental health beds will be determined and what additional resources will be made available to support the mental health needs of children and young people?,Lab,3,7,0.7530211738081284,10.842055,-4.33547
84894,"We have already mentioned the fact that the Government amendments allow claimants to re-qualify for a further award of contributory ESA after their ESA has ceased as a result of time limiting, and they are later placed in the support group because of a deterioration in their health.",Con,3,-1,0.0,9.713278,-5.4106026
1996753,"Our commitment is also reflected in the national planning policy framework, published in March, which maintains a strong town centre first policy and provides a framework for local councils to promote competitive and thriving centres.",Con,20,-1,0.0,10.970599,-1.7039001
22516,I also echo what has been said by others about those with long-term medical conditions who need more heat.,SNP,3,7,0.8085200802501399,10.608892,-4.56405
2437232,"We now know the impact of the public health grant, however, because that figure has dropped to just 1.3%.",Con,3,7,0.4296626095390112,11.528122,-4.0739737
83606,"However, only in London did those spearhead areas see a narrowing of health inequalities.",LibDem,3,7,0.9591303271161649,10.996796,-4.6358924
84113,"In terms of promoting jobs and prosperity, it is important to push for the completion of the single market, particularly in the digital and services sectors.",LibDem,5,18,0.9304122390275552,12.189773,-1.3847023
278233,"That includes £20 million a year to the Consultative Group on International Agricultural Research, but that figure is likely to rise significantly once reforms of the CGIAR system are complete.",Lab,19,-1,0.0,12.384192,-2.3853064
459036,We would welcome more debates on agriculture.,Lab,4,-1,0.0,12.267721,-1.868032
1390874,"The food price spike was further compounded by a new phenomenon, food protectionism.",Con,1,-1,0.0,12.437329,-1.7870771
1430247,"We need to drill down into why British farmers are not paid a fair price for milk, whereas a much higher price is paid by European retailers to their milk producers.",Con,4,-1,0.0,12.478911,-1.7693002
1763554,"I am putting down a marker on the Bill, but at the same time encouraging the Minister to produce the consultation paper.",Con,14,13,0.8294754620751901,9.645768,-1.8113106
2296911,"In practical terms, the owners of the large fishing fleets will often sell their oldest vessels and put the money into buying new ships and fleets, and they will also put the money into fishing gear and electronics.",Con,4,5,1.0,13.940591,-0.9853801
2496673,The Government's decision to abolish the Agricultural Wages Board is an important deregulatory measure.,Con,5,-1,0.0,12.036239,-1.4717693
3508346,"We are well aware of “Extreme Fishing with Robson Green”; those interested in fishing will enjoy that programme, which features all the fish we wish we could catch.",DUP,4,5,1.0,14.002203,-1.0087081
1261,"Of course, towards the east of the region, in my part of the world in Wiltshire, we also have significant arable production, so we have a significant contribution to make to the agricultural production of England.",Con,4,-1,0.0,12.38467,-2.046368
18050,"I recognise that some in the fishing industry, particularly those in Scotland, remain concerned about the potential impact of its repeal.",Lab,21,5,1.0,13.946442,-1.0455683
26863,"There is growing concern in north Wales over the increasing use of mephedrone, which as the Secretary of State knows is a substance related to ecstasy, and which is readily available on the internet, where it is marketed as plant food.",Con,3,-1,0.0,11.467225,-4.0727606
31361,"One of my constituents tells me that he wants an anaerobic digester on his dairy farm and has invested in one, but he needs help from Advantage West Midlands.",Con,4,-1,0.0,12.285763,-2.0969887
40008,"Therefore the score may not be representative of the overall, long-term food hygiene standards of the business and should not be relied upon as a guide to food safety or food quality.”Yet the London boroughs are seeking not only to encourage but to require premises to put up signs which are meaningless.",Con,4,-1,0.0,10.74838,-2.9189453
68441,I understand that in the United Kingdom 20% of agricultural land is not in agricultural use today.,DUP,4,-1,0.0,12.410038,-2.1232371
91035,"If the bond market bubble bursts, there will be pressure on the Bank of England to continue to prop it up.",Con,1,6,1.0,12.955072,-0.0042689648
123076,"There are plans for an offshore wind farm off the coast of South Down in Northern Ireland in prime prawn and fishing areas, which will affect what fishermen can do at a time when they need to fish.",DUP,8,5,1.0,13.791599,-1.272084
150809,"The farmers have suffered a great deal since their land has been inundated, and I echo what he said about charitable efforts to help them.",LibDem,15,-1,0.0,12.086811,-1.9787065
165426,"There will be a debate on universal credit implementation, followed by a debate on the implementation of the common agricultural policy in England.",Con,20,-1,0.0,12.166585,-1.9411211
172439,"Agriculture is a key industry in Wales, and I recognise the challenges that many Welsh farmers have faced this year.",Con,4,-1,0.0,12.289603,-2.2822692
26290,"There are recognised and agreed standards for behaviour, attendance and punctuality, which are all important in order to receive the EMA.",Lab,6,-1,0.0,10.21073,-5.442285
10351,"Through the England catchment sensitive farming delivery initiative, farmers have received advice as well as capital grants in priority areas.",Lab,4,-1,0.0,12.101837,-2.1266165
1806739,"I would, wouldn't I?-I have been approached by a number of small businesses-plead with the Minister not to implement the fuel duty rise in August and to look again at a price stabilisation mechanism, because that would make the cost of petrol affordable and predictable for the smallest businesses.",Con,15,-1,0.0,12.97208,-1.2937765
19369,"Does the Minister realise that, if the Bill is passed, it will become more and more difficult in this United Kingdom for a preacher to express biblical standards?",DUP,20,14,0.8380384239358845,9.230037,-2.044872
57226,"Amendment 18 deals with cross-border issues-for example, what happens when an airgun is licensed in Scotland but not in England and someone from England takes a weapon without a licence north of the border.",Lab,12,-1,0.0,13.312913,-4.3873715
26124,"The number of small contractors still operating in Scotland, which is slightly ahead of us on this, makes interesting reading, because it is comparable to the numbers that were operating before.",Lab,8,20,0.6180160767007895,13.282534,-3.2777615
13967,"As I shall say as I proceed with my comments, although there are different levels of accountability-the London boroughs, the Mayor and the London assembly-there is also an accountability gap, which this Select Committee is necessary to fill.",Lab,14,22,0.9229251042203871,10.754547,-2.5714397
136020,"The Wales Office, working with the Department for Environment, Food and Rural Affairs, has discussed with the Welsh Assembly Government concerns about the Agricultural Sector (Wales) Bill from the outset, and the Secretary of State wrote to the First Minister as soon as the draft Bill was available, expressing concerns about it-but the Welsh Government could not be persuaded to address them.",Con,20,4,0.7629809428047563,12.201572,-4.419406
2304458,"It is now one of the largest employment bases in the Tees valley, employing more than 2,000 people.",Lab,5,19,0.9320741265475031,12.787946,-2.7048573
2491383,Does the Prime Minister believe that the Mid Staffordshire scandal underlines the fact that Labour's supposed claim to be the party of the NHS is the greatest lie in British politics-,Con,20,7,0.6983605874587332,10.897765,-4.1793647
604594,"In this debate, it will become apparent that the amendments go to the heart of the concerns that have been expressed by many people about the wide-ranging content of the Bills and the potential impact on the livelihoods and very survival of pedlars the length and breadth of the country.",Con,5,13,1.0,9.750831,-0.9842895
3450844,In Monday's edition of The Guardian-that shows how consensual I am being-an article by Matthew Jackson specifically referred to the potential use of that Act in encouraging the uptake of the living wage:“The living wage should be embedded into the way councils commission and procure goods and services.,Con,5,19,1.0,11.944049,-2.845617
1240,"When I undertook a survey of my constituents in Lewes, Seaford, Newhaven and Polegate before Christmas to ask their views on the railways, there was general acceptance that the quality of the carriages had increased, that the trains were more reliable and -to echo the words of the hon.",LibDem,10,21,1.0,13.994343,-2.421731
97917,"There are also, of course, benefits to the community at large arising from young people having a more fulfilled life and being better able to develop skills and contribute to the community.",Lab,5,-1,0.0,11.052434,-3.19492
520152,Will he ensure that no legislation is introduced until a new agreement is established with the unions concerned?,Lab,5,13,0.8364650666596849,10.007345,-0.5964011
869062,"It is extremely useful, in the context of this statement and the questions and answers on it, to remind people of what happened at the Labour party conference, and what an abuse of terrorism legislation that was.",Con,19,-1,0.0,10.779547,-1.5727351
880587,It was necessary to amend the original legislation in 2007 and 2009 to block new schemes.,Con,15,13,1.0,10.063837,-0.9416228
933323,"They were announced by Labour, but they have subsequently been rolled into the coalition Government's claims.",Lab,13,-1,0.0,11.121976,-2.0937107
1083624,"The argument against a statutory duty of candour-that, in a sense, the simple duty to be open with patients or relatives when requested is otiose or redundant-is not sustainable.",LibDem,3,13,1.0,9.889313,-1.1785231
1219868,"Around 80% of CAB work is taken up with debt, benefit, housing and employment issues.",Con,5,-1,0.0,12.942965,-2.9310832
1259595,What assessment he has made of the progress of the work of the big society ministerial group.,Lab,20,14,0.8443046934829341,8.999577,-1.8743213
1592106,It was absolutely the speech that we wanted to hear from the Labour leader at the Labour conference.,Con,5,-1,0.0,10.85341,-1.6926435
1977265,What assessment he has made of the potential effect of council tax benefit localisation on low-income families.,Lab,1,-1,0.0,12.265356,-3.754712
2173383,Their views should be regarded-their trade unions have made this point to Government and it has been ignored-and they should be protected.,Lab,5,9,0.5977621738471346,11.422908,0.467119
2193630,There are good examples of training schemes and the National Governors Association-a good organisation to which I pay tribute- also does a huge amount of good training work.,Con,6,12,0.8346339025372206,10.5536375,-3.7261682
2372370,"Friend agree that it is a question not just of welfare policies, but of employment or, in the case of the Labour party, unemployment policies?",Con,13,-1,0.0,11.586764,-2.288401
2486548,"I was with him in Birmingham just the other day, with the Labour leader of Birmingham council, working on how Birmingham could set out a report and act as a test case for other cities.",Con,5,-1,0.0,9.199109,-3.20859
2666200,"Some 200,000 people are employed on zero-hours contracts, which is just less than 1% of all workers.",Con,5,19,0.8457879015747296,12.133156,-3.0922534
3131337,A worker who is paid at minimum wage rates would therefore need to be reimbursed the expenses for the travelling in order for the employer to be in compliance with minimum wage legislation.,LibDem,5,19,0.9580046496362743,12.074896,-2.8887343
3173598,"These changes are in addition to the impact of wages falling in real terms, which has left working people an average of £1,600 a year worse off since 2010.",Lab,5,19,1.0,12.336025,-3.1646454
3235839,Now we have high-tech industry where young people work and create wealth.,LibDem,3,-1,0.0,12.340211,-1.9306341
3237235,"It is noted in the Children and Families Act that key workers are seen to be a good thing, but they are not mandatory: they are merely an advised addition that local authorities can consider.",Con,3,-1,0.0,10.596216,-3.349656
3263544,What assessment he has made of recent trends in employment figures.,Con,5,19,1.0,12.445364,-3.080192
8065,"We are working with business, the industry, trade unions and others to continue to reassure people and families that everything that can be done is being done to maintain unprecedented levels of general safety in the North sea.",Lab,10,5,1.0,13.685101,-1.0071405
16607,"Nearly 40 per cent. of workers in Luxembourg come from outside the country, but the ECJ ruled in favour of the Commission, and decided that Luxembourg had gone too far in implementing the posted workers directive in relation to requirements for maximum work periods and minimum rest periods.",Lab,5,9,0.6129640039949573,11.274523,0.7397858
26848,"During the peak period, there will be six trains an hour from stations such as Sydenham to London Bridge, and a further eight trains an hour to the East London line.",Lab,10,21,1.0,13.806144,-2.4571369
64954,"The company has a really tremendous range, ships upwards of 250 orders a day from its small store and employs about 20 people, with 5% of its orders coming from the shop in Furness and 95% from online orders from the rest of the UK and, increasingly, Europe.",Lab,17,-1,0.0,12.965213,-2.4200218
74443,"Friend looks at the agreement issued by the eurozone last night, he will see that when it refers to Spain and Italy, it stresses the importance not just of getting their budget deficits down, but of plans to increase the pension age and make labour legislation more flexible and competitive-all the sorts of things that this Government are pursuing here in Britain, although every one of those measures has been opposed by the Labour party.",Con,19,9,0.6421801788666556,11.612564,0.10506588
78079,"We would like to do that, but the legal basis for doing so is simply not there in the scheme that was introduced by the last Labour Government.",LibDem,8,-1,0.0,11.32553,-2.0368907
80470,"We are the second largest net contributor, so perhaps we could become a little more like the unions with Labour and demand a little more influence for our money.",Con,19,-1,0.0,11.934952,-1.2775946
94928,"One of the concerns that the Federation of Small Businesses raised about the conciliation proposals is that they may necessitate employers having to pay for more legal advice, not less.",SNP,15,-1,0.0,11.263189,-1.7313291
94929,"Indeed, we know only too well that when international companies want to close factories in Europe, they close a factory in Britain before they close one in France or Germany because of the cheapness and simplicity of making workers here redundant.",Lab,5,-1,0.0,12.141653,0.14052638
102728,"Despite being pressed time and again on this issue in Committee, no Minister has produced an impact assessment on the impact of ACAS conciliation when low-paid and vulnerable workers will have to find a fee to enter the employment tribunal system.",Lab,5,-1,0.0,11.780488,-3.7645423
103989,"Most of the proposed final scheme designs include the transitional offer as we set it out; however, the local government scheme in England and Wales has chosen alternative arrangements as sought by their trade unions and employers.",LibDem,5,-1,0.0,11.153587,-2.0009413
109542,"Last week, I hosted an event with Invest Northern Ireland to give young people the skills that they need to get into employment.",DUP,5,1,0.5387525933167246,9.251367,-4.1799226
118280,"If we look at benefits payments in Wales, my understanding is that when the Labour party came to government in 1997, the average employment and support allowance payment for a benefits recipient was 20% of the Welsh average income.",Con,13,19,1.0,12.289782,-3.7126412
119984,"The first underground trains, in the 19th century, brought prosperity to London and the suburbs, as the right hon.",Con,10,21,1.0,14.048697,-2.433999
135089,"We have just discovered that Condor Ferries, which sends ferries to the Channel Islands, is paying people £2.35 an hour, completely ignoring the national minimum wage legislation.",Lab,5,19,1.0,12.568266,-3.0996556
143154,"The court reports of that time show that Italian men would go to the south of Italy and promise families to take the young boys to the north of Italy and train them to be, perhaps, a watchmaker, but instead they brought them to London and taught them to be pickpockets.",Lab,12,12,0.6626199837653239,10.371012,-3.4824126
147581,"It employs more people than the Canadian environment agency, and the number of people employed by the environment agencies of Denmark, France, Germany, Sweden and Austria put together do not match the number of people that our agency employs.",Con,5,17,1.0,12.921897,-1.6127478
149111,"In 31 of 32 London boroughs, less than 10% of available properties for sale are affordable to a couple on average wages, with children.",Lab,14,23,1.0,11.931116,-2.996837
151441,"The issue of geography, which is essentially what the debate is about, and the issue in relation to London have been raised, and I will come back to them later.",Lab,6,22,1.0,11.492985,-2.534458
157684,"It is led by a high-quality teacher with an apprentice training up as an assistant, so it really does all the things I have talked about, and it also offers child care at a very affordable price for parents in the north-west.",Con,5,-1,0.0,10.437441,-3.846381
164914,"PIP and ESA claimants are unfairly treated in comparison with claimants of non-disability benefits in that the norm for claimants of non-disability benefits is to wait for no more than 12 weeks, while, from all the experience of the many cases that I and other hon.",Lab,2,-1,0.0,9.687167,-5.4227376
171606,"Yesterday I attended the opening of the Industrial Light and Magic headquarters in London, which will employ 200 people in the visual effects industry, and we will certainly consider whether it is possible to extend the scheme.",Con,5,-1,0.0,11.319969,-1.9378968
174658,"Like the shadow Minister, I went out with a domiciliary care worker in London a while ago.",LibDem,13,-1,0.0,8.561128,-2.405767
174878,"It has to be said that the No. 1 reason mentioned by the employers I have met to explain why wages have been kept low is immigration, mostly from continental Europe.",Con,5,19,1.0,12.284967,-3.180515
673879,"Furthermore, £2.3 billion was spent refurbishing the MOD, but it could not find £4 million for officer training corps training.",Con,16,19,1.0,12.414828,-2.531795
2155057,One of the most important aspects of my work as a teacher of GCSE English was the formal assessment of the speaking and listening skills exhibited by students-skills that are vital for young people as they go into the workplace.,Lab,6,12,1.0,10.463977,-3.6748323
3027127,"The issues relating to the al-Jedda judgment of summer to autumn 2013, which the Home Secretary mentioned, have led to her introducing these measures.",Lab,2,-1,0.0,9.293922,-1.3931009
140181,"These orders will sustain and secure 6,500 British jobs, including at the plants in north Wales and Bristol, and open up new opportunities for the Rolls-Royce factory in Derby.",Con,5,-1,0.0,13.037241,-2.5784879
512807,"Twelve NHS and foundation trusts have been claimed to be “significantly under-performing” in relation to safety, and a number have a high hospital standardised mortality ratio.",Lab,3,7,0.8238953973376351,10.840034,-4.8336306
694023,"He will know that the Labour leader of Devon county council, Saxon Spence, has said that the system is unworkable in Exeter.",Con,14,7,0.5150061054391727,11.078526,-4.052661
22709,"In Germany, high-speed rail is so popular that Lufthansa has scrapped flights between Cologne and Frankfurt-little wonder, now that the high-speed line has slashed the 110-mile journey time by train from two hours 15 minutes to just under one hour.",Lab,10,21,1.0,14.087683,-2.5141537
31959,"From 2016, passengers travelling between London, Slough, Reading, Newbury, Didcot, Oxford and Swindon, as well as to intermediate stations, will benefit from the reliability and comfort of electric trains.",Lab,10,21,1.0,13.938325,-2.4817479
108322,"Hull Trains has done wonders for Hull, and we need the same development and stimulus on the south bank of the Humber, which could be created by a direct rail connection to London.",Lab,10,21,1.0,14.09064,-2.396085
117030,"The development of infrastructure in Wales has been vital to everything, and I have been involved in that since 1999 when I worked for the rail industry.",Lab,10,4,0.842134513416692,12.46017,-4.1816177
172390,"Friend aware of the work that has been done by the Mayor of London on the living wage, promoting the idea that public authorities themselves have powers when they structure their pay settlements to lift the position of those who are on the minimum wage and on their payroll?",Con,5,19,0.9194982436435093,11.804464,-2.8427892
3322783,We have a new chief executive and a new chairman who are paying particular attention to the recruitment of nurses and improving the efficiency of the appointment system.,Con,3,15,1.0,8.139554,-1.437675
178855,Will the official Opposition table amendments in Committee to support the position of the Labour party in Wales?,PlaidCymru,20,-1,0.0,9.592509,-1.628115
1443114,Gentleman welcome the proposals that would allow people to move into work of up to 16 hours-the mini jobs?,Con,13,-1,0.0,11.324199,-2.2051568
2286912,"At the meeting that I had with Visteon pensioners in my office, in July, we discussed the issue of people whose pension falls far short of what it would have been.",LibDem,5,-1,0.0,11.540991,-3.4551237
2350736,"There will be knock-on effects when the universal credit is introduced: because housing benefit will no longer be paid for people of working age, we will have to incorporate housing benefit for pensioners in the pension credit system.",LibDem,13,-1,0.0,11.79301,-3.1658356
2418937,I am speaking as the Minister with responsibility for children and families as well as a co-chair of the UK Council for Child Internet Safety.,Con,3,12,0.9075254243178559,10.163604,-3.428716
2429974,"As with so many things in the reform of welfare, why were there no reforms of any meaningful description under Labour yet now Labour Members baulk at every single tough decision that we must take?",Con,13,-1,0.0,11.382622,-2.1712236
84932,"Instead, employees should get the support that they need, possibly to stay in work over an extended period, and get their full entitlement to statutory sick pay and ESA, so that they get the full 18 months' support to which many of them will be entitled.",LibDem,13,-1,0.0,9.8103075,-5.288827
146251,"As I said to the Work and Pensions Committee the other week, I will look carefully at the decision letter they get when they are told that their ESA has been stopped and what they are able to claim.",Con,13,-1,0.0,9.692533,-5.415909
27315,"Action may be taken if Natural England grants a licence for purposes such as preventing the spread of disease, preserving air safety, which my hon.",Lab,7,-1,0.0,10.889805,-2.371137
86261,"Clause 9 relates specifically to the whole of London; clauses 10, 11 and 12 relate specifically to the City of Westminster; and clauses 13, 14, 15 and 16 relate to Camden.",Con,15,22,1.0,11.374698,-2.7141738
775872,"I have spent my whole working life representing working people, many of them low paid or part time and most of them women, and 18 of those years have been spent in Nottingham as a trade union organiser for Unison.",Lab,1,-1,0.0,10.748037,-3.1232607
37039,"The work force in the North sea are highly skilled, but there are still huge skills shortages.",Lab,8,5,0.8630395782833205,13.293028,-2.515409
90764,"The Doughnut Factory in Acton is supported by a number of organisations, including Action Acton and the university of West London.",Con,15,-1,0.0,12.677793,-2.1363518
101716,"The project is situated at the gateway to London, and although it came with some bureaucratic hurdles-that goes without saying with big projects-there are lots of insights that we can learn and benefit from when it comes to ambitious infrastructure investments.",Con,15,-1,0.0,13.205769,-2.2891724
105158,"The Government propose having five Labour Members in order to give the Labour party a majority in the south-west region and the west country, but does Labour represent the majority of seats in the west country?",LibDem,20,-1,0.0,11.937854,-2.409892
65940,"I echo the Minister's welcome for the work of Professor Munro, and thank her and everyone involved in the production of the report.",Lab,12,14,1.0,8.292411,-1.8306676
1084640,I share the concerns raised in the debate about the need to reduce the number of people with HIV who are undiagnosed or diagnosed late.,Con,3,7,1.0,10.980339,-5.0367203
3512861,"If we can see our way to that reform, the prospect of de-listing new or existing medicines to the CDF can be deferred.",Con,3,-1,0.0,10.882071,-4.5587854
128477,"Since the Science Museum Group took over the running of the Manchester Museum of Science and Industry, visitor numbers have risen by 30%, so the answer is there; the group is running MOSI incredibly effectively, and will continue to run its three or four outposts outside London effectively.",Con,21,16,0.9249799184180436,8.539815,-3.4352906
116728,"The United Kingdom has a good reputation for delivering expertise in science and research, which is recognised throughout the world, and for doing so while delivering high standards of animal welfare and minimising the use of animals in research.",Con,4,-1,0.0,11.664188,-1.3904338
138583,Other analysis that I recently received from the ONS shows that in parts of the north-east of England between a half and two thirds of part-time workers are earning less than the living wage.,Lab,5,19,1.0,12.343604,-3.2559805
408297,"With that in mind, I should like to extend my thanks to certain Ministers for their help this year with issues that have affected my constituents.",Con,20,14,1.0,8.4397955,-1.8520213
5514,She will know that research by the London Business School found that the best-performing teams are of an equal mix of men and women.,LibDem,2,3,1.0,7.980349,-2.5781763
76635,We do raise human rights cases with Turkey and I will certainly consider the cases that the hon.,Con,19,10,1.0,11.025807,1.5362267
53080,There is real anxiety among people on the governing bodies of FE colleges and the principals of FE colleges who are approaching us and asking us to raise on their behalf a statement from the Government about what they are doing.,Con,6,12,1.0,10.560302,-3.4337935
54060,The trouble is that skills training is seen as an extension of education.,Con,6,12,1.0,10.800367,-3.658654
90552,"I hope that we not only learn the lessons raised in the NAO report, but create some digital solutions that will help drive down costs and ensure we have attractive packages on offer to potential civil servants.",Lab,20,-1,0.0,10.097877,-2.2417657
257444,"As I said, the Labour Government have a very proud record of having done that in recent years, after having created the RDAs in the first place.",Lab,14,-1,0.0,11.394547,-2.0575864
419876,"Will he also comment on the difficulties that students experience trying to access the learning fund, which the Prime Minister suggests provides financial help to hard-up students?",LibDem,6,-1,0.0,10.278975,-3.176911
449404,"As I said, the current wording raises a number of questions.",LibDem,21,13,1.0,9.222846,-0.8890028
522807,"The exception is Biddulph town council, which increased its grant funding by 50 per cent. this year in recognition of the increased demands the economic situation was placing on its local bureau.",Lab,1,-1,0.0,11.62002,-3.3414967
773091,"I very much hope, when the new Academies Bill is drafted, that that rule can be amended to make an exception for outstanding schools like Westlands which, for the best of intentions, have linked up with a less successful school.",Con,6,12,1.0,10.468707,-3.5914228
841117,"Friend and hope that in the course of my speech all my colleagues will have the opportunity to intervene, so that all the schools benefiting from Building Schools for the Future in Liverpool can be mentioned in the debate.",Lab,6,12,1.0,10.334044,-3.4592013
925996,I want to raise one adjacent issue.,Con,6,13,1.0,9.148586,-0.61868787
1161482,The essence of the debate is to try to raise awareness.,Con,13,13,1.0,8.534383,-0.49965438
1164956,I ask the Secretary of State and the Minister not to make the same mistakes they made with Building Schools for the Future and the school sports partnerships.,Lab,6,12,1.0,10.269726,-3.4590027
1206847,He may therefore have an opportunity on Tuesday to raise the matter with Ministers.,Con,20,14,1.0,9.1644335,-1.8992884
1217722,"I do not disagree with that-indeed, I have put that in place on a number of occasions, both in education and at the Home Office-but we cannot have that at the same time as seeking to abolish citizenship from the curriculum.",Lab,6,12,1.0,10.734836,-3.590325
1368333,Gentleman has raised an interesting point.,Con,99,2,1.0,7.1783013,-1.3993441
1391052,"The Minister of State, Department for Education, my hon.",Con,6,-1,0.0,8.768049,-2.399832
1392055,"Where there is evidence that children are not receiving a suitable education, local authorities should act, as the hon.",Con,6,12,0.9030915068690067,10.309525,-3.536666
1413757,The approach to schools has to be business-led.,Lab,6,12,1.0,10.369248,-3.610125
1455569,"First, the Secretary of State is in Birmingham today speaking to the National College for School Leadership, which is a very important part of our system of raising standards, and I am sure that his predecessors spoke every year to those conferences too.",Con,6,-1,0.0,8.646097,-2.2398627
1605996,"It is often extremely difficult for older women to find new posts, particularly in areas with geographical limitations or not very good bus services, and if they need to be back to collect the grandchildren from school.",Lab,2,12,0.7198277232044309,11.179732,-3.4249306
1663356,"Friends and I have said, grammar schools do not work in isolation, and when seeking excellence in our grammar schools, it is crucial that we also seek it in our high schools and other schools in the area.",Con,6,12,1.0,10.472972,-3.65263
1669326,"We all have a role in encouraging our local schools to get 100% behind the school Olympics principle, so that when we have our successful athletes, in javelin or whatever we prove successful in, children can be inspired to take up the sport on a regular basis.",Con,6,16,0.7034189922138308,9.043169,-2.914533
2163161,"I simply bring experience of how things work or do not work in the real world outside Westminster, where real families toil, real kids go to school and real professionals work jolly hard to achieve the best they possibly can for our young people.",Lab,6,-1,0.0,10.4848385,-3.4947855
2358723,"For example, more than 150 schools have withdrawn the important subject of design and technology from their curriculum.",Lab,6,12,1.0,10.762485,-3.587485
2370284,What is his Department doing to help provide joined-up and co-ordinated services specifically for children with special educational needs who are in care or being fostered?,Con,6,12,0.6771519540260436,10.093424,-3.5707324
